,molecular_weight
C05513,300.070599
C05551,334.098728
C05552,372.183126
C05556,363.146406
C05557,359.115106
C05640,300.038236
C05695,312.022443
C05704,335.91275
C05707,363.944051
C05731,340.100561
C05822,323.051851
C05839,326.100168
C05855,312.120903
C05902,300.063388
C05906,306.073953
C05908,303.050478
C05909,322.068867
C05911,304.058303
C05924,395.012311
C05925,335.063084
C05949,334.214409
C05950,366.204239
C05953,334.214409
C05954,334.214409
C05955,334.214409
C05956,368.219889
C05957,334.214409
C05958,334.214409
C05959,354.240624
C05960,352.224974
C05961,370.235539
C05962,368.219889
C05963,370.235539
C05964,368.219889
C05965,336.23006
C05966,336.23006
C05993,389.073649
C05995,328.101899
C06046,300.120903
C06071,374.157682
C06079,320.125988
C06080,312.120903
C06087,302.22458
C06088,338.24571
C06092,343.251129
C06093,316.203845
C06094,348.193674
C06095,364.188589
C06096,348.157289
C06111,382.131026
C06118,352.064176
C06124,379.24876
C06162,332.092283
C06163,338.139233
C06165,392.113412
C06167,328.154883
C06173,311.152144
C06176,335.173273
C06187,352.055933
C06188,366.071583
C06193,363.057999
C06194,345.047434
C06196,332.052185
C06241,389.072312
C06314,352.224974
C06315,352.224974
C06327,362.102848
C06372,383.142761
C06376,301.056268
C06390,332.235145
C06391,346.214409
C06392,314.22458
C06421,342.116212
C06422,342.116212
C06425,312.302831
C06428,302.22458
C06429,328.24023
C06436,394.077731
C06438,354.240624
C06439,350.209324
C06457,323.124622
C06475,356.256274
C06476,352.224974
C06489,348.12407
C06490,314.163043
C06492,390.17102
C06493,382.085098
C06494,328.178693
C06495,370.225643
C06496,342.194343
C06497,356.209993
C06499,354.053798
C06516,315.147058
C06517,301.131408
C06518,315.147058
C06520,315.147058
C06522,334.168128
C06526,324.183778
C06527,324.183778
C06530,310.168128
C06533,339.147058
C06534,369.157623
C06542,326.199428
C06543,397.334465
C06545,356.319149
C06564,359.115106
C06565,357.099456
C06574,349.109627
C06627,397.079766
C06628,381.084852
C06629,365.089937
C06636,317.953661
C06644,347.92784
C06645,379.91767
C06649,385.920168
C06650,383.904518
C06654,398.111401
C06668,329.158685
C06673,306.031042
C06681,334.12772
C06686,352.071366
C06687,319.13322
C06734,310.229666
C06739,326.100168
C06800,312.063388
C06803,336.204907
C06806,324.114378
C06817,308.082874
C06827,365.104541
C06830,361.161642
C06835,366.102272
C06846,307.193614
C06847,366.267114
C06848,392.199902
C06849,307.214744
C06852,325.225308
C06857,318.073161
C06861,385.247775
C06863,327.219829
C06866,305.199094
C06869,378.088557
C06872,368.256274
C06877,367.039354
C06878,363.088891
C06888,389.104541
C06890,383.03581
C06895,347.093977
C06897,349.109627
C06900,303.079284
C06906,318.095747
C06913,343.170292
C06918,314.154976
C06921,314.04582
C06922,344.108026
C06924,326.129824
C06938,337.204179
C06939,314.065119
C06951,309.266779
C06957,398.354866
C06961,309.209264
C06963,351.204573
C06965,339.231063
C06967,301.167794
C06969,324.027219
C06972,314.22458
C06977,376.199822
C06978,352.215078
C06979,320.128469
C07002,306.104065
C07004,380.199902
C07017,330.00772
C07023,312.195011
C07025,345.047434
C07026,346.079069
C07043,335.17644
C07045,374.176106
C07052,332.222569
C07055,353.259289
C07058,300.20893
C07063,328.178693
C07064,342.116212
C07078,351.139448
C07104,327.11384
C07108,371.224915
C07116,390.186277
C07119,344.235145
C07120,342.219495
C07122,304.074533
C07125,300.066555
C07127,387.190654
C07132,399.180289
C07139,384.044978
C07141,316.156911
C07143,386.148655
C07156,371.151288
C07163,309.209264
C07171,301.240565
C07174,365.168759
C07177,380.104207
C07178,388.199822
C07184,360.131281
C07192,328.160934
C07198,302.22458
C07199,353.210327
C07219,307.168462
C07246,305.073805
C07251,357.194008
C07252,327.147058
C07253,341.162708
C07255,371.100502
C07266,346.116486
C07270,331.113666
C07278,383.142761
C07285,312.105647
C07290,368.125988
C07311,328.251464
C07316,398.06849
C07321,361.143784
C07322,312.140867
C07323,302.053886
C07324,345.114712
C07336,386.02676
C07338,312.23006
C07339,399.20774
C07344,340.178693
C07346,306.219495
C07354,312.23006
C07355,314.24571
C07357,310.214409
C07360,357.230394
C07362,353.957853
C07366,324.102941
C07367,312.183778
C07368,383.159354
C07369,360.193674
C07370,358.178024
C07381,341.199094
C07384,376.137612
C07393,332.235145
C07397,383.166748
C07403,373.137946
C07405,340.160934
C07406,339.219829
C07412,382.228323
C07413,392.199902
C07415,329.142722
C07420,340.189926
C07425,314.18167
C07435,303.138992
C07436,339.11567
C07440,308.152478
C07459,303.914603
C07464,395.16452
C07475,337.204179
C07484,305.12766
C07488,318.059292
C07497,330.036066
C07498,314.05891
C07502,339.098787
C07503,375.13267
C07506,368.222569
C07508,351.169525
C07524,325.078203
C07537,313.167794
C07542,323.199762
C07543,325.179027
C07552,361.875717
C07557,319.89654
C07571,318.155513
C07572,324.163792
C07578,314.22458
C07580,310.19328
C07582,312.097088
C07586,360.112837
C07589,381.075882
C07590,314.06128
C07592,399.168188
C07593,394.141638
C07594,328.203845
C07605,326.100168
C07618,310.19328
C07619,364.24023
C07622,349.115045
C07625,319.181526
C07626,355.14514
C07628,340.24023
C07629,310.229666
C07630,310.073576
C07633,378.116682
C07636,396.84605
C07637,327.006513
C07655,337.137281
C07660,361.143784
C07661,375.159434
C07662,392.165997
C07675,356.119463
C07677,372.181585
C07693,305.081871
C07699,388.163437
C07706,368.231122
C07711,384.339216
C07713,360.132136
C07750,325.240565
C07753,384.244664
C07760,383.064333
C07761,396.044978
C07763,330.990832
C07765,358.956803
C07767,378.90218
C07768,381.16079
C07771,300.05284
C07778,388.15537
C07780,390.134635
C07783,390.134635
C07785,302.210661
C07789,337.167794
C07792,335.166748
C07805,344.173607
C07809,391.178358
C07811,317.259289
C07818,340.191269
C07825,303.10192
C07840,362.066773
C07849,340.191269
C07851,344.209993
C07852,367.214744
C07853,352.191269
C07861,318.27969
C07864,359.130362
C07865,381.112307
C07866,324.147393
C07870,361.999167
C07879,343.225977
C07880,392.29266
C07915,309.194008
C07933,336.047064
C07941,311.224915
C07943,305.101171
C07952,354.072425
C07953,315.084848
C07967,353.884261
C07982,316.170627
C08001,397.996472
C08012,353.235479
C08018,315.147058
C08019,301.131408
C08021,376.199822
C08022,386.202799
C08026,351.123736
C08027,339.183444
C08053,387.116126
C08067,317.21435
C08068,380.024996
C08072,323.144077
C08076,396.002152
C08082,385.981417
C08088,315.027391
C08092,312.204907
C08095,332.133199
C08099,365.104541
C08109,367.093498
C08110,395.03581
C08126,350.093642
C08136,309.794614
C08141,317.928359
C08146,337.143784
C08149,312.20893
C08150,386.24571
C08151,384.23006
C08152,340.203845
C08153,312.20893
C08158,344.235145
C08164,317.06234
C08169,351.034747
C08193,391.999271
C08197,302.06299
C08200,334.119857
C08240,342.116212
C08241,344.071941
C08244,326.121297
C08245,312.105647
C08246,326.121297
C08247,326.121297
C08250,342.116212
C08254,344.131862
C08281,340.334131
C08314,316.26136
C08316,338.318481
C08320,368.365431
C08323,366.349781
C08324,360.11688
C08330,311.100502
C08331,303.095417
C08337,391.147846
C08342,359.085246
C08345,311.100502
C08357,352.134445
C08358,380.129359
C08359,382.145009
C08381,382.417466
C08403,387.065773
C08404,333.018822
C08407,375.065773
C08408,391.060687
C08413,347.034473
C08415,373.050123
C08418,361.050123
C08425,389.045037
C08427,359.034473
C08429,350.051517
C08430,305.085914
C08437,304.101899
C08454,301.240565
C08468,323.136887
C08469,341.053552
C08473,382.085974
C08474,382.085974
C08483,308.125988
C08494,309.084852
C08503,338.172939
C08504,384.13801
C08510,306.205576
C08513,313.131408
C08514,361.152537
C08515,345.157623
C08516,317.162708
C08517,331.141973
C08518,315.183444
C08520,345.121237
C08522,326.163043
C08523,303.147058
C08524,347.136887
C08525,301.131408
C08527,301.131408
C08528,315.110673
C08530,317.162708
C08533,307.069202
C08535,325.079766
C08536,331.141973
C08539,388.090666
C08543,390.106316
C08548,326.111401
C08549,308.100836
C08554,358.083472
C08555,326.075015
C08556,330.121572
C08557,346.116486
C08558,388.173332
C08559,351.070264
C08562,348.106984
C08564,324.095751
C08565,374.111401
C08568,339.10665
C08569,340.090666
C08573,392.198759
C08577,302.042653
C08582,394.214409
C08588,328.167459
C08595,345.097428
C08608,380.198759
C08643,345.097428
C08646,303.050478
C08648,324.136159
C08651,300.063388
C08656,359.246044
C08660,343.251129
C08667,363.240959
C08672,343.251129
C08680,343.251129
C08685,343.251129
C08686,391.235873
C08687,329.199094
C08689,375.240959
C08693,377.256609
C08695,341.235479
C08700,359.246044
C08703,385.261694
C08707,357.230394
C08708,311.188529
C08709,399.240959
C08710,355.214744
C08711,353.199094
C08714,369.194008
C08716,331.081778
C08726,336.040066
C08727,352.03498
C08729,315.086863
C08732,378.183109
C08740,304.094688
C08747,376.152203
C08756,380.183503
C08757,378.167853
C08758,366.204239
C08759,348.157289
C08761,304.094688
C08764,394.162768
C08771,390.204239
C08778,388.188589
C08781,330.110338
C08813,398.354866
C08823,396.339216
C08831,358.141638
C08837,362.209324
C08846,392.198759
C08981,300.136159
C08994,394.126382
C08996,354.095082
C08998,314.22458
C08999,316.058303
C09000,306.110338
C09002,326.151809
C09019,338.199428
C09021,324.183778
C09022,308.188863
C09024,352.178693
C09025,322.168128
C09026,352.178693
C09027,382.189257
C09028,348.147393
C09031,326.151809
C09032,313.121512
C09034,366.157957
C09035,336.183778
C09037,382.189257
C09039,370.189257
C09040,366.194343
C09041,338.199428
C09042,354.230728
C09045,368.173607
C09048,324.136159
C09051,308.188863
C09056,382.214409
C09057,304.24023
C09059,388.152203
C09062,346.141638
C09066,316.203845
C09067,332.198759
C09069,330.183109
C09072,306.25588
C09073,374.136553
C09077,358.141638
C09079,318.219495
C09081,332.198759
C09084,394.189257
C09087,336.23006
C09090,362.172939
C09097,360.231397
C09104,346.141638
C09107,336.183778
C09110,318.219495
C09112,348.193674
C09115,392.219889
C09118,302.22458
C09119,314.188195
C09120,312.172545
C09124,304.24023
C09125,334.214409
C09128,332.198759
C09130,304.121178
C09133,346.215747
C09136,312.136159
C09137,352.26136
C09138,362.136553
C09139,338.199428
C09141,334.105253
C09147,370.178024
C09148,302.22458
C09150,334.214409
C09151,374.136553
C09152,385.212732
C09155,364.188589
C09159,302.22458
C09163,316.203845
C09166,356.125988
C09168,374.136553
C09169,378.240624
C09170,318.169191
C09172,394.126382
C09173,330.146724
C09174,346.141638
C09175,336.23006
C09177,332.198759
C09178,364.188589
C09182,316.203845
C09183,308.27153
C09184,362.172939
C09186,316.131074
C09187,303.137162
C09188,300.20893
C09190,346.141638
C09191,312.220164
C09194,314.188195
C09196,316.203845
C09202,376.152203
C09203,358.189257
C09204,360.157289
C09205,338.24571
C09206,340.079432
C09207,322.168128
C09214,310.204513
C09216,352.058303
C09217,326.199428
C09220,331.193614
C09221,353.162708
C09226,398.220557
C09227,368.173607
C09236,384.204907
C09239,310.168128
C09241,348.147393
C09244,336.183778
C09251,354.194343
C09253,352.178693
C09255,380.173607
C09256,354.194343
C09258,328.131074
C09260,388.152203
C09264,340.079432
C09266,370.089997
C09267,314.151809
C09270,386.136553
C09272,328.131074
C09274,310.204513
C09284,386.136553
C09288,398.113231
C09290,350.172939
C09293,304.131074
C09294,328.115818
C09297,350.172939
C09298,320.125988
C09299,306.146724
C09303,304.131074
C09307,386.136553
C09308,356.162374
C09310,386.136553
C09316,388.152203
C09318,322.120509
C09322,311.115758
C09324,383.136887
C09325,345.157623
C09326,338.126657
C09329,320.116092
C09333,325.131408
C09334,325.131408
C09336,379.141973
C09337,335.209658
C09341,355.178358
C09342,313.167794
C09343,337.095023
C09347,305.068808
C09351,374.136553
C09353,344.125988
C09356,348.157289
C09358,314.092101
C09360,352.118498
C09362,378.167853
C09364,367.105587
C09365,327.147058
C09366,327.147058
C09367,325.131408
C09371,371.173273
C09372,367.105587
C09373,320.125988
C09374,306.146724
C09377,341.162708
C09380,341.126323
C09385,346.141638
C09388,344.125988
C09389,325.131408
C09393,369.121237
C09395,362.172939
C09398,311.115758
C09400,327.147058
C09402,374.136553
C09403,360.120903
C09407,348.157289
C09410,327.147058
C09411,341.162708
C09412,390.167853
C09414,364.188589
C09423,313.167794
C09424,331.178358
C09426,339.147058
C09430,334.107933
C09431,306.146724
C09433,378.167853
C09434,376.152203
C09438,350.139233
C09442,362.172939
C09443,392.147118
C09444,369.157623
C09446,355.178358
C09447,392.147118
C09448,376.152203
C09449,360.157289
C09451,362.172939
C09452,360.157289
C09455,306.146724
C09459,373.188923
C09462,383.136887
C09467,360.120903
C09474,362.172939
C09477,378.131468
C09479,328.094688
C09483,308.162374
C09487,306.146724
C09491,390.204239
C09494,306.146724
C09496,304.131074
C09497,306.146724
C09499,306.146724
C09502,310.105253
C09509,346.178024
C09512,346.141638
C09513,360.157289
C09514,360.157289
C09515,358.141638
C09516,358.141638
C09517,378.167853
C09518,346.178024
C09520,348.157289
C09521,366.167853
C09522,306.146724
C09524,312.172545
C09526,338.136553
C09527,374.172939
C09528,310.105253
C09535,364.188589
C09536,306.146724
C09539,348.157289
C09541,327.147058
C09547,346.141638
C09549,341.162708
C09550,311.152144
C09553,338.139233
C09554,348.157289
C09555,343.178358
C09557,306.146724
C09558,357.194008
C09559,322.141638
C09560,324.157289
C09565,313.167794
C09568,322.141638
C09575,335.079373
C09576,360.120903
C09577,392.147118
C09578,328.167459
C09581,342.170533
C09583,362.136553
C09585,364.152203
C09586,392.183503
C09587,306.146724
C09593,399.131802
C09595,348.123583
C09597,351.147058
C09599,353.126323
C09602,306.146724
C09603,306.146724
C09607,364.152203
C09610,385.152537
C09611,311.152144
C09619,383.136887
C09622,310.178024
C09634,353.089937
C09638,308.162374
C09643,329.162708
C09662,366.167853
C09671,355.178358
C09685,320.198759
C09706,316.203845
C09714,376.188589
C09725,338.209324
C09734,300.099774
C09742,332.162374
C09752,324.136159
C09753,340.131074
C09756,302.079038
C09759,378.146724
C09760,394.214409
C09764,360.084517
C09766,308.089603
C09768,362.121297
C09770,334.068867
C09771,346.126382
C09773,362.121297
C09774,316.131074
C09781,388.136947
C09782,356.110732
C09788,390.116212
C09799,394.162768
C09800,374.121297
C09802,388.136947
C09807,302.115424
C09831,370.141638
C09832,340.131074
C09845,316.203845
C09846,360.193674
C09878,323.209658
C09888,331.214744
C09894,372.193674
C09914,357.142367
C09919,328.079432
C09922,386.100168
C09924,386.100168
C09927,386.209324
C09931,302.079038
C09953,308.125988
C09956,372.099774
C09965,328.152203
C09966,386.209324
C09967,346.068867
C09970,354.183109
C09976,326.151809
C09978,378.146724
C09981,318.146724
C09982,360.084517
C10021,346.068867
C10022,316.058303
C10024,312.099774
C10027,378.050631
C10030,374.100168
C10031,360.084517
C10032,344.089603
C10033,330.073953
C10038,300.063388
C10040,344.089603
C10045,312.099774
C10049,338.115424
C10058,300.063388
C10059,310.084124
C10063,396.157289
C10068,302.042653
C10072,302.042653
C10074,326.079038
C10076,394.141638
C10078,302.042653
C10079,302.042653
C10084,316.058303
C10090,340.094688
C10098,300.063388
C10101,344.089603
C10105,302.042653
C10107,318.037567
C10111,344.089603
C10115,360.084517
C10116,360.084517
C10117,344.089603
C10118,332.053217
C10119,316.058303
C10120,316.058303
C10122,318.037567
C10130,310.204513
C10145,348.168522
C10147,325.029862
C10156,339.219829
C10157,335.188529
C10166,317.126323
C10167,313.261694
C10176,316.058303
C10177,302.042653
C10180,344.089603
C10183,374.100168
C10185,316.058303
C10186,372.120903
C10188,316.058303
C10189,344.089603
C10190,372.120903
C10191,360.084517
C10192,302.042653
C10193,330.073953
C10194,368.089603
C10198,328.058303
C10201,312.063388
C10203,300.063388
C10204,316.094688
C10206,354.146724
C10207,354.110338
C10250,380.198759
C10251,300.099774
C10264,338.151809
C10275,390.131468
C10277,351.168188
C10279,351.168188
C10283,312.136159
C10293,370.141638
C10295,350.079038
C10296,336.084517
C10299,397.210052
C10301,329.183838
C10302,302.151809
C10304,309.157623
C10306,382.068867
C10311,304.013851
C10317,358.141638
C10319,397.210052
C10320,378.240624
C10324,313.188923
C10328,335.173273
C10332,374.079038
C10333,367.163102
C10334,372.048132
C10338,344.125988
C10339,351.168188
C10344,393.178752
C10350,325.152537
C10353,337.188923
C10355,332.068473
C10358,374.079038
C10359,381.178752
C10360,338.115424
C10361,361.188923
C10363,337.188923
C10364,351.168188
C10373,308.198759
C10375,349.152537
C10377,302.079038
C10380,353.183838
C10383,337.188923
C10386,389.147452
C10391,333.157623
C10393,335.173273
C10394,300.027003
C10396,365.183838
C10399,322.214409
C10407,314.079038
C10408,381.215138
C10409,381.215138
C10410,335.173273
C10412,357.178752
C10413,351.168188
C10417,394.141638
C10418,340.131074
C10419,302.079038
C10421,324.136159
C10422,338.115424
C10424,330.073953
C10425,392.198759
C10431,342.095082
C10432,338.100168
C10433,342.095082
C10434,336.084517
C10436,312.172545
C10441,338.100168
C10443,368.125988
C10446,386.100168
C10457,316.094688
C10460,356.162374
C10461,300.099774
C10471,314.079038
C10486,354.110338
C10495,302.115424
C10498,354.110338
C10506,378.110338
C10507,302.115424
C10512,366.073953
C10514,322.120509
C10515,324.136159
C10516,314.079038
C10517,334.066498
C10520,300.063388
C10523,336.099774
C10529,336.099774
C10530,370.141638
C10531,300.099774
C10534,300.063388
C10539,300.099774
C10541,314.042653
C10542,338.115424
C10545,372.157289
C10546,382.105253
C10547,386.172939
C10549,356.125988
C10550,326.151809
C10551,368.125988
C10552,384.120903
C10554,356.162374
C10556,398.136553
C10558,358.141638
C10559,380.089603
C10561,386.172939
C10563,372.157289
C10564,360.204907
C10565,383.113565
C10569,371.173273
C10570,337.131408
C10573,346.215747
C10574,354.146724
C10576,381.299142
C10578,379.225977
C10580,315.147058
C10584,359.115758
C10586,377.199094
C10594,337.131408
C10595,326.039498
C10598,345.266779
C10601,337.131408
C10602,383.100502
C10608,309.241627
C10609,383.136887
C10611,382.367162
C10613,305.162708
C10616,340.131074
C10620,393.194008
C10623,393.194008
C10627,354.110338
C10629,311.115758
C10632,321.136493
C10633,394.105253
C10635,351.158292
C10636,364.094688
C10637,349.142641
C10638,356.162374
C10639,349.142641
C10640,372.157289
C10641,363.256215
C10645,379.178358
C10646,360.157289
C10648,304.154883
C10649,331.178358
C10650,326.151809
C10652,331.178358
C10653,355.141973
C10655,307.120843
C10666,339.147058
C10670,347.136887
C10677,301.142641
C10682,358.141638
C10683,323.152144
C10686,391.126717
C10690,390.204239
C10692,317.162708
C10695,362.209324
C10696,326.199428
C10698,301.142641
C10710,305.162708
C10713,309.100108
C10717,328.115818
C10718,331.105587
C10719,302.151809
C10722,329.126323
C10723,360.193674
C10724,313.095023
C10725,374.136553
C10727,331.157229
C10728,324.136159
C10732,316.154883
C10738,307.120843
C10739,323.115758
C10745,334.165448
C10757,357.205242
C10759,348.266445
C10768,329.283098
C10770,318.25588
C10777,317.283098
C10778,315.267448
C10779,317.283098
C10784,358.214409
C10785,302.260966
C10786,317.283098
C10788,302.006267
C10794,346.250795
C10795,384.350449
C10797,386.329714
C10802,346.28718
C10806,317.271865
C10809,320.27153
C10810,345.303165
C10813,372.350449
C10814,343.251129
C10823,390.131468
C10825,363.31373
C10834,344.074347
C10836,344.053217
C10838,330.219495
C10839,316.24023
C10842,305.162708
C10852,329.162708
C10854,305.162708
C10855,307.141973
C10877,394.068867
C10879,372.193674
C10880,352.094688
C10882,354.110338
C10883,372.120903
C10887,370.105253
C10888,388.188589
C10891,388.152203
C10892,372.193674
C10893,384.157289
C10895,337.038482
C10904,382.189257
C10912,305.156183
C10913,325.171164
C10929,325.167794
C10931,311.165207
C10932,333.045397
C10933,369.041289
C10936,353.210327
C10939,367.139528
C10940,338.199428
C10941,301.131408
C10942,338.082205
C10946,381.074304
C10955,364.08414
C10957,387.030725
C10959,323.074677
C10962,395.089954
C10966,334.090662
C10967,309.164126
C10969,358.072035
C10971,305.005141
C10972,305.005141
C10973,324.988445
C10975,324.988445
C10977,340.965601
C10978,340.965601
C10979,331.001428
C10991,338.188195
C10993,347.072449
C10997,355.342344
C11002,345.116365
C11012,328.134241
C11017,313.131408
C11018,317.005769
C11021,340.026914
C11022,332.095964
C11023,332.095964
C11024,361.0717
C11025,362.014459
C11028,366.986864
C11029,383.134443
C11031,375.04852
C11034,367.097521
C11035,354.101585
C11043,344.013763
C11044,339.878303
C11053,358.178024
C11058,319.89654
C11059,319.89654
C11063,316.941326
C11064,328.030706
C11066,340.985778
C11067,374.946806
C11068,355.001428
C11069,325.015328
C11070,358.976356
C11078,301.131408
C11093,386.163162
C11096,310.087291
C11097,381.047394
C11100,311.009154
C11112,306.059565
C11121,341.069782
C11125,385.981873
C11126,333.16079
C11151,338.023056
C11152,339.130262
C11154,369.18009
C11159,313.914298
C11161,393.08406
C11168,317.199094
C11173,392.137222
C11179,302.118591
C11182,375.03081
C11185,314.062219
C11190,380.09277
C11206,344.104207
C11208,329.033397
C11216,363.280715
C11219,359.043961
C11226,330.032668
C11229,329.073118
C11234,399.139448
C11235,327.090518
C11240,363.10529
C11250,371.173273
C11256,362.220557
C11258,337.179027
C11259,302.111401
C11266,345.007266
C11268,350.104876
C11274,348.923089
C11275,363.250063
C11276,308.055529
C11279,335.218763
C11293,327.054132
C11305,334.098524
C11306,383.278407
C11307,357.279843
C11316,383.078097
C11322,321.884593
C11323,319.966059
C11324,322.120509
C11325,322.120509
C11328,357.262757
C11341,333.136493
C11347,321.099456
C11351,300.083485
C11368,359.16452
C11371,310.156895
C11472,370.006614
C11483,325.179027
C11493,383.005131
C11516,348.045763
C11535,312.105647
C11560,319.168462
C11562,367.119988
C11563,395.163377
C11564,374.126657
C11566,300.066555
C11567,341.102039
C11568,355.132077
C11569,329.116427
C11573,390.183109
C11574,390.183109
C11575,390.183109
C11576,338.115424
C11578,352.131074
C11579,352.131074
C11580,368.125988
C11581,338.115424
C11584,352.079432
C11586,320.089603
C11594,379.066047
C11605,329.03177
C11620,346.068867
C11622,391.157716
C11632,350.163043
C11636,360.142032
C11637,390.27701
C11642,352.178693
C11643,352.178693
C11648,374.157682
C11649,360.142032
C11652,344.147118
C11653,344.147118
C11654,358.126382
C11656,330.167853
C11661,376.136947
C11670,330.167853
C11671,346.126382
C11672,358.126382
C11673,374.121297
C11675,366.194343
C11676,352.178693
C11677,368.173607
C11678,368.173607
C11679,351.170868
C11680,350.163043
C11681,350.163043
C11682,352.178693
C11683,352.178693
C11689,373.243935
C11691,354.194343
C11692,319.101565
C11694,359.107005
C11695,347.282429
C11701,338.044964
C11702,329.952035
C11705,384.055561
C11706,316.093329
C11708,354.161328
C11709,362.166413
C11715,340.160934
C11718,358.054276
C11719,344.038626
C11720,348.168522
C11721,399.225702
C11729,389.140927
C11741,353.080967
C11745,355.029662
C11749,349.109627
C11755,392.034807
C11760,307.214744
C11761,397.198027
C11771,331.178358
C11773,369.168856
C11774,333.168856
C11775,339.179421
C11778,327.147058
C11780,313.167794
C11781,327.147058
C11783,354.194343
C11784,396.204907
C11786,301.131408
C11787,311.152144
C11790,321.209264
C11791,315.219829
C11796,368.142219
C11797,393.131111
C11803,399.13651
C11804,344.23246
C11805,359.232125
C11806,383.075133
C11807,334.168128
C11808,352.178693
C11809,354.194343
C11810,312.183778
C11812,382.189257
C11816,317.199094
C11818,339.147058
C11825,318.25588
C11845,325.225308
C11853,332.198759
C11854,330.146724
C11855,346.141638
C11856,346.141638
C11857,332.198759
C11858,348.193674
C11859,364.188589
C11860,348.193674
C11861,346.178024
C11862,362.172939
C11863,316.167459
C11864,332.162374
C11865,332.162374
C11866,314.151809
C11867,330.146724
C11868,348.157289
C11869,346.141638
C11870,362.136553
C11871,330.146724
C11874,302.22458
C11875,318.219495
C11876,334.214409
C11888,302.22458
C11889,302.22458
C11896,330.25588
C11897,304.24023
C11898,346.250795
C11905,332.198759
C11989,372.251189
C11990,386.230453
C11997,352.224974
C12000,394.271924
C12019,349.131408
C12023,393.278013
C12037,324.060234
C12056,385.257671
C12072,322.168128
C12073,364.178693
C12075,308.188863
C12076,312.120903
C12077,302.22458
C12078,300.20893
C12080,376.094688
C12083,302.22458
C12089,307.087829
C12127,306.073953
C12135,300.063388
C12136,306.073953
C12144,317.292994
C12160,387.277344
C12161,373.261694
C12163,301.131408
C12165,329.126323
C12166,329.126323
C12168,317.126323
C12169,361.152537
C12171,373.152537
C12172,303.147058
C12174,317.126323
C12178,329.126323
C12179,331.141973
C12184,333.157623
C12190,301.131408
C12191,301.131408
C12192,301.131408
C12198,377.126323
C12201,389.126323
C12202,368.219889
C12208,338.100168
C12222,347.079373
C12224,379.141973
C12225,363.110673
C12226,333.100108
C12227,348.123583
C12228,394.165448
C12229,378.134148
C12230,378.134148
C12237,331.141973
C12238,317.162708
C12239,317.126323
C12241,331.178358
C12242,353.126323
C12252,379.041921
C12255,309.084852
C12257,369.157623
C12258,366.073953
C12259,324.183778
C12260,326.199428
C12262,347.173273
C12270,304.090666
C12280,354.27701
C12285,396.014551
C12308,346.178024
C12316,304.058303
C12326,327.147058
C12327,301.131408
C12328,329.162708
C12329,315.147058
C12336,377.199094
C12337,363.183444
C12338,379.178358
C12339,379.178358
C12341,379.178358
C12347,373.9569
C12366,384.084517
C12367,366.073953
C12368,380.053217
C12369,394.068867
C12372,356.089603
C12373,380.089603
C12374,322.084124
C12375,394.068867
C12376,336.063388
C12377,350.079038
C12390,320.068473
C12391,306.052823
C12392,307.084458
C12393,318.064057
C12396,322.084124
C12397,304.073559
C12398,318.089209
C12399,320.068473
C12400,334.084124
C12401,368.089603
C12402,338.079038
C12415,396.084517
C12416,382.068867
C12417,396.084517
C12418,398.100168
C12419,398.100168
C12420,382.105253
C12421,396.084517
C12436,302.079038
C12451,356.089603
C12474,395.136887
C12478,358.080101
C12490,353.191028
C12508,317.199094
C12531,351.1293
C12574,356.173607
C12580,329.199094
C12600,354.056194
C12633,332.053217
C12650,359.149264
C12675,387.011425
C12677,343.153206
C12679,371.092436
C12685,389.027075
C12691,361.03445
C12694,306.201736
C12717,359.128821
C12724,384.23006
C12755,322.150369
C12766,341.140927
C12767,314.09114
C12768,399.032618
C12811,300.245316
C12814,385.140513
C12853,355.004799
C12859,356.235145
C12862,303.018266
C12864,351.183444
C12869,328.158254
C12886,361.180857
C12915,387.171355
C12946,315.204573
C12962,375.183444
C12978,388.370516
C12979,365.104541
C13077,384.23006
C13086,341.885009
C13102,396.959487
C13109,383.109606
C13179,369.130026
C13229,351.086486
C13235,326.13972
C13273,306.25588
C13297,330.292266
C13310,307.049038
C13364,330.25588
C13383,393.721229
C13400,399.023266
C13403,338.0991
C13410,370.015048
C13414,300.07961
C13416,370.085089
C13427,315.931865
C13444,376.203845
C13478,352.961494
C13487,360.134857
C13522,305.910234
C13542,380.152991
C13591,345.170686
C13622,383.936055
C13623,306.025542
C13652,371.091571
C13667,336.016455
C13670,337.142641
C13674,370.273262
C13676,360.150763
C13677,372.033471
C13678,358.017821
C13703,356.058214
C13705,300.111007
C13707,390.221781
C13709,304.189926
C13712,318.25588
C13713,334.250795
C13716,319.099062
C13718,377.870631
C13719,301.052112
C13730,317.162708
C13732,311.136887
C13748,353.900338
C13751,319.094836
C13752,305.079186
C13758,356.098392
C13759,347.152144
C13761,365.107479
C13762,358.12772
C13766,334.240899
C13772,338.261453
C13778,324.114378
C13779,376.157563
C13780,391.168462
C13784,344.108026
C13786,349.20755
C13794,317.164046
C13797,304.215078
C13799,383.136887
C13800,325.225308
C13802,350.209324
C13803,332.235145
C13807,352.224974
C13808,352.224974
C13809,354.240624
C13818,378.240624
C13819,378.240624
C13820,324.114378
C13824,397.15904
C13826,303.138305
C13828,349.29808
C13829,375.31373
C13830,359.033619
C13833,362.048997
C13835,330.03829
C13843,318.219495
C13847,304.193949
C13852,371.047129
C13856,378.27701
C13857,378.27701
C13858,344.329045
