,Pathway_name,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332
mmu00860,Porphyrin and chlorophyll metabolism - Mus musculus (mouse),C05774,C16243,C16244,C15670,C15672,C00037,C04122,C12147,C11851,C11850,C11830,C11829,C05793,C05794,C05790,C05777,C11630,C05770,C00931,C00032,C00992,C05795,C05787,C06508,C05791,C03194,C06320,C03516,C11538,C06406,C06509,C06510,C00194,C03114,C04778,C05775,C00541,C02463,C00025,C02987,C03741,C02800,C01024,C05766,C01051,C05767,C05769,C05768,C02469,C14818,C03263,C01079,C14818,C05779,C14819,C03029,C00500,C05913,C05786,C00486,C05912,C14819,C04536,C05772,C06416,C00430,C16242,C11540,C02880,C11545,C05798,C06407,C06505,C17401,C05778,C06507,C05797,C05307,C06319,C11543,C11542,C06408,C02139,C06399,C06506,C02823,C06503,C05773,C05780,C03179,C00853,C06504,C05306,C01708,C05781,C05785,C00524,C05782,C05783,C05784,C02191,C11539,C11832,C11831,C18021,C18022,C18098,C16541,C18151,C16540,C18152,C18154,C18153,C18157,C18064,C18155,C11242,C18160,C18162,C18163,C18156,C11243,C21217,C21435,C21427,C21428,C21429,C21284,C20666,C05789,C21510,C21511,C21512,C21582,C18161,C21723,C21724,C00748,C21835,C00188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmu00900,Terpenoid backbone biosynthesis - Mus musculus (mouse),C05859,C06081,C00022,C00024,C00332,C00118,C11434,C11435,C11436,C11453,C11811,C00356,C00418,C01107,C01143,C02321,C00129,C00235,C16521,C00341,C11437,C16826,C04574,C17432,C00448,C04216,C04146,C04145,C01230,C00353,C05427,C18321,C19852,C19853,C04506,C19760,C19691,C03461,C01126,C04748,C20120,C20121,C20345,C20847,C20848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmu00910,Nitrogen metabolism - Mus musculus (mouse),C00058,C00488,C00014,C00192,C06058,C00887,C00533,C00088,C00244,C00726,C01417,C01563,C00288,C00011,C00169,C00244,C00088,C00064,C00025,C00244,C00088,C00014,C00244,C00088,C00244,C00088,C00697,C00887,C00533,C00697,C00014,C00014,C00088,C00244,C00014,C00192,C00014,C00697,C00088,C05361,C00533,C00697,C05361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmu00920,Sulfur metabolism - Mus musculus (mouse),C00059,C00094,C00283,C00224,C00054,C00053,C11142,C11145,C11143,C00580,C00409,C04022,C03920,C19692,C01861,C02084,C00320,C00087,C00097,C00979,C00033,C00065,C08276,C00155,C01118,C00042,C00263,C00245,C15521,C00059,C00245,C15521,C00059,C00053,C00224,C00094,C00059,C00224,C00094,C00283,C00059,C00320,C00283,C19692,C20870,C20955,C00084,C17267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmu00970,Aminoacyl-tRNA biosynthesis - Mus musculus (mouse),C06113,C02992,C02839,C00078,C03512,C00082,C00188,C00123,C02047,C00407,C03127,C00047,C01931,C00041,C00886,C00183,C02554,C00073,C02430,C00234,C00101,C03294,C00065,C02553,C00049,C02984,C00037,C02412,C00148,C02702,C00097,C03125,C00025,C02987,C00064,C02282,C00062,C02163,C00079,C03511,C00135,C02988,C00152,C03402,C06112,C17022,C06481,C16638,C06482,C16138,C17027,C01005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmu00980,Metabolism of xenobiotics by cytochrome P450 - Mus musculus (mouse),C14039,C14876,C14875,C14877,C14874,C14873,C14872,C14871,C14870,C11088,C14869,C06899,C07490,C11150,C11149,C14867,C14866,C14868,C14863,C14862,C14865,C14861,C14864,C06755,C14857,C14858,C14860,C11036,C14842,C14844,C14845,C14847,C14846,C14848,C14843,C14453,C14841,C14840,C14040,C14805,C14790,C14803,C14789,C14806,C14801,C14804,C14788,C14802,C14800,C11148,C14839,C19588,C19594,C19591,C19592,C16756,C19585,C19595,C19586,C11278,C19590,C19589,C14853,C14854,C14856,C14855,C14852,C07535,C14851,C14850,C14849,C14556,C19604,C19561,C19489,C19490,C19559,C19562,C19488,C19607,C14784,C06205,C14798,C14797,C03012,C11713,C14783,C14799,C14793,C14792,C00829,C02617,C14791,C14796,C11714,C14785,C14787,C14786,C16453,C19566,C19567,C19568,C19563,C19564,C19565,C19569,C19574,C19577,C19578,C19580,C19581,C19582,C19579,C00745,C19602,C19603,C19605,C19606,C06800,C14859,C06790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmu00982,Drug metabolism - cytochrome P450 - Mus musculus (mouse),C16544,D00343,C16612,C16648,C16649,C16650,D00533,D00536,C16595,C16596,C16591,C16549,C16556,C07645,C16572,C16569,C16561,C11004,C16570,C16571,C16548,C16545,C16547,D08559,C05011,C16546,C16550,C07644,C06754,C07643,C16558,C16559,C01471,C07647,C16552,C07646,C16551,C11583,C16554,C16557,C16555,C06754,D07760,C16577,C16576,C11785,C16578,D00399,C16654,C16656,C16658,C16655,C16657,C16652,C16651,C16653,C16584,C16587,C16582,C16592,D08195,C16659,C16662,C16661,D04716,C16660,C16605,C16606,C16601,C16603,C07496,C07495,C16602,D00252,C16610,C16609,C16608,D07704,C16607,C16586,C16553,C16643,C16550,C07493,C16604,C16560,D08233,D00358,D00195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmu00983,Drug metabolism - other enzymes - Mus musculus (mouse),D00346,C04646,D01223,C07446,C16614,C16615,C16620,C16619,D08603,C16618,D04931,D00238,C16621,C16613,C16617,C16616,C16624,C16625,C07585,C07447,C16623,C16622,C05361,D00584,D01244,C16630,C16631,C16632,C16634,C16633,D04197,C04242,D01309,C16635,D08086,C16542,C16543,C11173,C11376,D01784,C21750,C21751,C21748,C21749,C21754,C00003,C21759,C21758,C06108,C00006,C21760,C02320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmu01040,Biosynthesis of unsaturated fatty acids - Mus musculus (mouse),C16533,C16645,C16645,C03242,C01595,C01530,C00712,C00249,C00219,C08320,C08323,C08316,C08281,C06425,C06426,C06429,C16526,C16527,C16525,C16513,C06428,C16522,C06427,C02050,C16532,C16532,C16531,C16531,C16530,C16530,C00510,C16529,C16529,C16529,C16528,C16528,C16528,C02041,C02041,C02041,C00412,C00154,C16170,C02249,C03595,C03035,C16180,C16169,C16165,C16179,C16162,C16172,C16171,C16173,C16170,C02249,C03595,C16180,C03035,C16168,C16167,C16169,C16165,C16164,C16179,C00510,C00412,C00154,C16163,C02050,C16162,C02050,C00510,C00412,C00154,C16530,C16531,C16532,C16166,C16166,C21932,C21932,C21961,C21965,C21953,C21934,C21934,C21963,C21967,C21959,C00412,C00154,C00154,C21943,C21072,C21945,C16529,C16528,C02041,C00510,C00412,C16530,C16531,C16532,C21932,C21934,C21935,C21937,C21939,C21941,C02041,C21947,C16529,C16528,C21932,C21934,C21949,C21951,C21981,C17279,C17279,C17279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmu01100,Metabolic pathways - Mus musculus (mouse),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmu01200,Carbon metabolism - Mus musculus (mouse),C00085,C01182,C00197,C00101,C00267,C00668,C00345,C00354,C01236,C00236,C00118,C00111,C00631,C00279,C00447,C05382,C00117,C00199,C00231,C06019,C00022,C00074,C00119,C00014,C01217,C00283,C01438,C00132,C00067,C00058,C00011,C01001,C03920,C00218,C00543,C00565,C04488,C04377,C04330,C01274,C00237,C00488,C00440,C00143,C00445,C00234,C00048,C00037,C03232,C01005,C00065,C00258,C00168,C00024,C05668,C00083,C01013,C00222,C01213,C00683,C00100,C00894,C01011,C06027,C06028,C18323,C00989,C00332,C01144,C00877,C11062,C00232,C00091,C00036,C00149,C00122,C00042,C04348,C00158,C00311,C00566,C00026,C00184,C00979,C00097,C04628,C04832,C03576,C00169,C04442,C00198,C00257,C00204,C00577,C00136,C00049,C00041,C00227,C00033,C03561,C18026,C20238,C18324,C00025,C03618,C01732,C00988,C00160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmu01210,2-Oxocarboxylic acid metabolism - Mus musculus (mouse),C17254,C17232,C17252,C17228,C17250,C17224,C08401,C17220,C08409,C17216,C08412,C00036,C00049,C03283,C00026,C00322,C00025,C00077,C00956,C00047,C00624,C00437,C19886,C19889,C00022,C00141,C00183,C00233,C00123,C00109,C00671,C00407,C01180,C00073,C17213,C17217,C17221,C17225,C17229,C17233,C00158,C00417,C00311,C05379,C01251,C04002,C05662,C05533,C03082,C00441,C04133,C01250,C19887,C19888,C06010,C04181,C04272,C02612,C02226,C06032,C06006,C14463,C06007,C17210,C17212,C17214,C17215,C17218,C17219,C17230,C17231,C17222,C17223,C17226,C17227,C08418,C03219,C17256,C17255,C08407,C19491,C00079,C02153,C19714,C17237,C03719,C01069,C17235,C08417,C17236,C00078,C05837,C02937,C16518,C16516,C16517,C00082,C08426,C04350,C17238,C17239,C17240,C17253,C17251,C17249,C17246,C17245,C17248,C17241,C17242,C17243,C17244,C00166,C20327,C02504,C02631,C04411,C04236,C16583,C20581,C16597,C16588,C16598,C20582,C16600,C16589,C17211,C01179,C20653,C20654,C20948,C20951,C20949,C20950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmu01212,Fatty acid metabolism - Mus musculus (mouse),C00024,C03939,C05744,C04618,C00083,C01209,C04246,C05745,C05746,C05747,C05748,C05749,C05750,C04620,C05751,C05752,C05753,C04619,C05754,C05755,C05756,C05757,C05758,C05223,C05759,C04688,C05760,C05761,C05762,C04633,C05763,C05764,C00249,C16219,C16220,C16221,C00412,C02041,C16528,C16529,C00136,C05269,C05268,C05271,C05270,C05267,C05266,C05276,C01944,C05265,C05264,C05275,C05274,C05263,C05262,C03221,C01832,C05261,C05260,C05273,C02593,C05259,C05258,C05272,C00154,C00510,C02050,C16162,C16163,C16530,C16531,C16532,C16180,C16645,C16179,C16164,C00024,C00332,C01144,C00877,C16165,C16166,C16167,C16169,C16168,C03035,C03595,C02249,C16170,C16171,C16173,C16172,C02990,C00154,C00024,C16374,C16375,C16376,C16387,C16388,C16389,C16216,C16217,C16218,C21932,C21934,C17279,C21935,C21937,C21939,C21941,C21949,C21953,C21951,C21959,C21961,C21965,C21963,C21967,C00383,C00229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmu01230,Biosynthesis of amino acids - Mus musculus (mouse),C04390,C04002,C00118,C00111,C00236,C00197,C00631,C00074,C00022,C05378,C05345,C00231,C00199,C00117,C00119,C00279,C02612,C06032,C00109,C06010,C04272,C00141,C00183,C06006,C06007,C00671,C00407,C02504,C04411,C00233,C00123,C00188,C00065,C00037,C03232,C01005,C00979,C00097,C00049,C03082,C00441,C00263,C01118,C02291,C00155,C00073,C01102,C00036,C03283,C00158,C00311,C00026,C01251,C05662,C00322,C00025,C00956,C00624,C04133,C01250,C00437,C00077,C00327,C03406,C00062,C00169,C00011,C03287,C01165,C03912,C00148,C19886,C19887,C19888,C19889,C00047,C04076,C00449,C20258,C00041,C00064,C00152,C03972,C04462,C04421,C00666,C00680,C00047,C05539,C03871,C05382,C02739,C02741,C04896,C04916,C04666,C01267,C01100,C00860,C00135,C04691,C00944,C02637,C00493,C03175,C01269,C00251,C00254,C01179,C00082,C00166,C00079,C00108,C04302,C01302,C03506,C00078,C00826,C00014,C06019,C00019,C00021,C03539,C05824,C20948,C20949,C20950,C20951,C15532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmu01240,Biosynthesis of cofactors - Mus musculus (mouse),C00118,C00197,C00074,C00022,C05345,C00117,C00199,C00119,C00065,C00097,C00049,C02291,C00073,C00036,C00158,C00311,C00026,C01251,C05662,C00322,C00025,C00064,C02637,C00493,C00251,C00254,C01179,C00082,C00078,C03373,C00130,C00044,C01304,C01268,C04454,C04732,C04332,C00255,C00061,C00016,C15556,C00199,C05840,C00153,C00253,C01185,C03722,C00857,C00003,C00006,C02700,C03227,C00328,C00632,C04409,C00141,C00183,C00966,C00864,C00522,C00099,C03492,C01134,C04352,C00010,C00882,C00097,C04895,C04874,C01300,C04807,C00921,C00415,C00101,C00504,C09332,C03541,C05925,C18239,C03684,C00272,C00568,C11355,C00251,C21310,C05924,C19848,C18237,C00234,C00445,C00143,C05927,C01217,C18802,C00430,C03741,C02987,C00931,C01051,C01024,C03263,C02191,C01079,C00032,C02463,C05778,C00748,C21835,C21284,C00037,C21510,C21511,C21512,C05777,C15672,C15670,C11538,C17401,C11539,C11540,C16242,C16243,C11542,C11543,C16244,C11545,C05773,C05772,C06406,C06407,C06416,C06320,C06319,C06408,C06399,C06503,C06504,C01847,C01352,C03114,C06506,C06507,C06508,C06509,C06510,C00194,C05775,C04778,C00853,C00019,C00544,C15882,C02483,C05427,C15883,C02477,C14151,C14152,C00885,C16519,C05817,C02730,C03160,C15547,C03657,C05847,C05427,C19847,C05819,C22039,C13309,C21084,C03313,C20265,C00828,C05849,C02059,C00156,C05848,C05807,C17551,C17554,C17559,C17552,C19858,C19859,C21860,C00390,C00668,C00275,C00636,C00096,C02280,C15926,C01825,C01115,C00103,C00029,C00167,C03033,C00191,C00800,C01040,C00072,C20954,C21068,C21069,C21070,C21621,C00483,C20926,C11536,C11537,C05528,C00593,C03576,C21971,C19154,C19153,C19152,C00876,C19155,C19156,C16583,C16597,C16588,C16598,C16600,C16589,C00024,C00083,C01209,C19673,C20372,C20373,C20374,C20375,C20376,C20377,C20378,C19846,C19845,C01092,C01037,C01909,C00120,C20683,C02656,C01063,C05752,C03794,C00020,C00002,C00008,C22159,C02972,C22160,C15973,C01944,C06423,C15972,C00169,C00438,C00337,C00295,C01103,C00119,C00105,C00015,C00075,C00063,C00112,C00021,C00279,C03393,C06054,C06055,C07335,C11638,C00627,C00018,C00314,C00250,C00118,C15810,C15813,C15814,C20246,C11437,C15809,C15812,C20247,C04556,C04752,C01081,C00068,C00378,C01279,C04294,C04327,C00037,C20264,C04628,C00669,C00051,C00127,C20784,C00003,C18910,C18911,C05665,C00750,C00064,C20562,C02953,C06313,C05770,C20772,C20773,C16999,C17010,C17017,C17018,C17570,C16695,C04145,C00399,C05847,C00341,C05432,C02094,C00376,C00473
mmu01521,EGFR tyrosine kinase inhibitor resistance - Mus musculus (mouse),C00165,C05981,D07907,D01977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmu01522,Endocrine resistance - Mus musculus (mouse),C00951,C00951,C00575,C00951,C00951,D08559,D00964,D01161,C00535,D08559,C16547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmu01523,Antifolate resistance - Mus musculus (mouse),D00142,D00142,D07472,D05589,D04766,C21280,C11374,C21279,D06238,D00142,C00101,C00143,C00364,C00415,C00365,C00020,C00504,C00234,C00119,C00130,C00101,C00234,C00101,C00144,C00440,C00155,C00073,D01064,D05400,D02527,D03942,D05999,D10803,D07472,D05999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmu01524,Platinum drug resistance - Mus musculus (mouse),D00275,D01790,D01363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmu02010,ABC transporters - Mus musculus (mouse),C16421,C01684,C00095,C01487,C00181,C03619,C00259,C00140,C00185,C05402,C01083,C00031,C00794,C00243,C00047,C00049,C00064,C00062,C00491,C00025,C00151,C04137,C00025,C00062,C00135,C00315,C00183,C00208,C00121,C00089,C00333,C00291,C14818,C06232,C00175,C14819,C00038,C00753,C00098,C05776,C00855,C00245,C06232,C00059,C01153,C00009,C00093,C00719,C00719,C00378,C06767,C01834,C01330,C06706,C06707,C00338,C00032,C06705,C00134,C03557,C16692,C00034,C01667,C14818,C00038,C00338,C00288,C00041,C00086,C00107,C00051,C15521,C01606,C19609,C00244,C01279,C03611,C00107,C00120,C00120,C05349,C00491,C22040,C00062,C00047,C00503,C00379,C00137,C01177,C02273,C01674,C20570,C00031,C01083,C01674,C20573,C00116,C01630,C01946,C00865,C01667,C13768,C01667,C00034,C00034,C06705,C00062,C01157,C00047,C06227,C06230,C06229,C00255,C21066,C00212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmu03008,Ribosome biogenesis in eukaryotes - Mus musculus (mouse),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmu03010,Ribosome - Mus musculus (mouse),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
