,Pathway_name,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332
eco01220,Degradation of aromatic compounds - Escherichia coli K-12 MG1655,C01455,C00261,C00556,C00180,C06321,C00090,C02364,C16479,C16473,C02371,C16480,C16473,C02359,C16481,C16472,C06337,C06318,C00230,C02480,C14610,C03586,C00846,C01163,C01278,C03586,C00846,C06730,C04112,C04558,C18311,C18312,C00090,C02501,C03453,C00596,C03589,C00022,C07478,C07479,C11354,C06762,C00022,C00479,C07212,C07214,C07213,C07215,C06756,C07208,C07216,C06757,C06758,C07209,C01454,C07211,C06729,C06730,C06731,C06720,C02923,C02923,C06760,C11354,C00058,C06575,C06577,C06576,C06578,C06579,C06580,C06581,C06582,C00596,C02632,C01407,C04091,C00090,C07085,C07087,C00682,C00596,C00596,C00058,C00511,C01455,C04592,C02923,C06210,C00596,C00033,C04793,C04844,C11354,C20199,C00423,C12622,C12623,C05629,C11588,C04044,C06588,C06589,C02526,C06584,C06585,C06586,C07111,C06727,C06728,C12624,C04479,C07123,C07733,C02501,C07734,C01273,C06587,C00596,C00596,C00596,C00596,C00596,C01407,C00090,C00146,C00042,C00122,C00180,C02370,C00163,C00090,C01455,C01542,C01468,C02923,C01467,C01438,C00132,C01455,C09818,C09820,C09819,C07111,C07113,C07118,C00024,C07114,C11348,C00512,C00091,C00146,C02949,C00156,C06749,C06714,C09821,C06322,C09811,C09812,C01063,C09813,C09816,C09817,C14098,C14117,C14119,C14118,C14120,C00091,C14115,C14116,C11272,C16483,C16473,C01606,C04783,C03233,C07083,C07084,C06990,C12837,C05618,C18300,C18301,C18302,C07092,C07093,C07094,C00180,C00230,C00587,C00423,C01197,C00811,C00423,C12623,C12621,C05629,C04044,C11457,C11929,C11934,C11936,C11935,C00854,C00414,C01880,C06103,C06102,C06104,C14143,C11397,C11398,C11404,C11405,C11407,C08060,C08061,C08062,C00596,C00108,C07729,C03569,C07731,C00596,C00805,C02519,C00156,C00230,C07088,C02124,C02375,C03664,C02625,C02933,C00642,C01161,C04642,C04052,C05600,C04186,C07097,C06329,C02222,C07096,C16248,C16249,C02222,C16247,C00829,C04314,C03012,C06204,C06203,C06202,C14082,C14083,C14084,C14085,C14086,C14087,C14088,C00090,C02923,C11422,C04468,C03164,C11425,C11426,C11427,C03203,C03012,C01467,C03067,C03351,C00587,C06677,C06679,C06678,C02236,C14082,C14090,C14089,C14091,C14098,C14099,C02909,C14101,C06594,C12832,C12831,C18236,C18238,C18240,C00156,C00540,C00323,C00223,C07732,C00805,C03063,C11402,C01606,C18314,C03223,C00024,C00084,C00100,C00682,C00058,C00596,C18315,C11006,C00090,C06813,C00090,C02357,C21390,C06142,C04596,C21859,C06644,C06645,C06646,C11353,,,,,,,,
eco01230,Biosynthesis of amino acids - Escherichia coli K-12 MG1655,C04390,C04002,C00118,C00111,C00236,C00197,C00631,C00074,C00022,C05378,C05345,C00231,C00199,C00117,C00119,C00279,C02612,C06032,C00109,C06010,C04272,C00141,C00183,C06006,C06007,C00671,C00407,C02504,C04411,C00233,C00123,C00188,C00065,C00037,C03232,C01005,C00979,C00097,C00049,C03082,C00441,C00263,C01118,C02291,C00155,C00073,C01102,C00036,C03283,C00158,C00311,C00026,C01251,C05662,C00322,C00025,C00956,C00624,C04133,C01250,C00437,C00077,C00327,C03406,C00062,C00169,C00011,C03287,C01165,C03912,C00148,C19886,C19887,C19888,C19889,C00047,C04076,C00449,C20258,C00041,C00064,C00152,C03972,C04462,C04421,C00666,C00680,C00047,C05539,C03871,C05382,C02739,C02741,C04896,C04916,C04666,C01267,C01100,C00860,C00135,C04691,C00944,C02637,C00493,C03175,C01269,C00251,C00254,C01179,C00082,C00166,C00079,C00108,C04302,C01302,C03506,C00078,C00826,C00014,C06019,C00019,C00021,C03539,C05824,C20948,C20949,C20950,C20951,C15532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eco01240,Biosynthesis of cofactors - Escherichia coli K-12 MG1655,C00118,C00197,C00074,C00022,C05345,C00117,C00199,C00119,C00065,C00097,C00049,C02291,C00073,C00036,C00158,C00311,C00026,C01251,C05662,C00322,C00025,C00064,C02637,C00493,C00251,C00254,C01179,C00082,C00078,C03373,C00130,C00044,C01304,C01268,C04454,C04732,C04332,C00255,C00061,C00016,C15556,C00199,C05840,C00153,C00253,C01185,C03722,C00857,C00003,C00006,C02700,C03227,C00328,C00632,C04409,C00141,C00183,C00966,C00864,C00522,C00099,C03492,C01134,C04352,C00010,C00882,C00097,C04895,C04874,C01300,C04807,C00921,C00415,C00101,C00504,C09332,C03541,C05925,C18239,C03684,C00272,C00568,C11355,C00251,C21310,C05924,C19848,C18237,C00234,C00445,C00143,C05927,C01217,C18802,C00430,C03741,C02987,C00931,C01051,C01024,C03263,C02191,C01079,C00032,C02463,C05778,C00748,C21835,C21284,C00037,C21510,C21511,C21512,C05777,C15672,C15670,C11538,C17401,C11539,C11540,C16242,C16243,C11542,C11543,C16244,C11545,C05773,C05772,C06406,C06407,C06416,C06320,C06319,C06408,C06399,C06503,C06504,C01847,C01352,C03114,C06506,C06507,C06508,C06509,C06510,C00194,C05775,C04778,C00853,C00019,C00544,C15882,C02483,C05427,C15883,C02477,C14151,C14152,C00885,C16519,C05817,C02730,C03160,C15547,C03657,C05847,C05427,C19847,C05819,C22039,C13309,C21084,C03313,C20265,C00828,C05849,C02059,C00156,C05848,C05807,C17551,C17554,C17559,C17552,C19858,C19859,C21860,C00390,C00668,C00275,C00636,C00096,C02280,C15926,C01825,C01115,C00103,C00029,C00167,C03033,C00191,C00800,C01040,C00072,C20954,C21068,C21069,C21070,C21621,C00483,C20926,C11536,C11537,C05528,C00593,C03576,C21971,C19154,C19153,C19152,C00876,C19155,C19156,C16583,C16597,C16588,C16598,C16600,C16589,C00024,C00083,C01209,C19673,C20372,C20373,C20374,C20375,C20376,C20377,C20378,C19846,C19845,C01092,C01037,C01909,C00120,C20683,C02656,C01063,C05752,C03794,C00020,C00002,C00008,C22159,C02972,C22160,C15973,C01944,C06423,C15972,C00169,C00438,C00337,C00295,C01103,C00119,C00105,C00015,C00075,C00063,C00112,C00021,C00279,C03393,C06054,C06055,C07335,C11638,C00627,C00018,C00314,C00250,C00118,C15810,C15813,C15814,C20246,C11437,C15809,C15812,C20247,C04556,C04752,C01081,C00068,C00378,C01279,C04294,C04327,C00037,C20264,C04628,C00669,C00051,C00127,C20784,C00003,C18910,C18911,C05665,C00750,C00064,C20562,C02953,C06313,C05770,C20772,C20773,C16999,C17010,C17017,C17018,C17570,C16695,C04145,C00399,C05847,C00341,C05432,C02094,C00376,C00473
eco01501,beta-Lactam resistance - Escherichia coli K-12 MG1655,C04702,C00039,D07746,C03438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eco01502,Vancomycin resistance - Escherichia coli K-12 MG1655,C00022,C00256,C19694,C00041,C00133,C00993,C00041,C00133,C00993,C00065,C00740,C19719,C04702,C06432,C06689,C05892,C20869,C05892,C20873,C20875,C20874,C00043,C00256,C00043,C15820,C20880,C00037,C20882,C00043,C20881,C20886,C04702,C06432,C00256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eco01503,Cationic antimicrobial peptide (CAMP) resistance - Escherichia coli K-12 MG1655,C20931,C00346,D07746,D08401,D02224,D08401,D02224,C00133,C00133,C00133,C00133,D07746,D07746,C00133,D08152,C20930,C16054,C18313,C18313,C18313,C18313,C18313,C18313,C20930,C20930,C20930,C18313,C19596,C00338,C00338,C00338,C06026,C06026,C06026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eco02010,ABC transporters - Escherichia coli K-12 MG1655,C16421,C01684,C00095,C01487,C00181,C03619,C00259,C00140,C00185,C05402,C01083,C00031,C00794,C00243,C00047,C00049,C00064,C00062,C00491,C00025,C00151,C04137,C00025,C00062,C00135,C00315,C00183,C00208,C00121,C00089,C00333,C00291,C14818,C06232,C00175,C14819,C00038,C00753,C00098,C05776,C00855,C00245,C06232,C00059,C01153,C00009,C00093,C00719,C00719,C00378,C06767,C01834,C01330,C06706,C06707,C00338,C00032,C06705,C00134,C03557,C16692,C00034,C01667,C14818,C00038,C00338,C00288,C00041,C00086,C00107,C00051,C15521,C01606,C19609,C00244,C01279,C03611,C00107,C00120,C00120,C05349,C00491,C22040,C00062,C00047,C00503,C00379,C00137,C01177,C02273,C01674,C20570,C00031,C01083,C01674,C20573,C00116,C01630,C01946,C00865,C01667,C13768,C01667,C00034,C00034,C06705,C00062,C01157,C00047,C06227,C06230,C06229,C00255,C21066,C00212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eco02020,Two-component system - Escherichia coli K-12 MG1655,C00164,C00038,C00244,C00031,C11612,C00007,C00697,C00092,C00007,C01104,C00070,C14819,C00238,C00305,C00009,C00158,C00305,C00007,C00291,C00009,C00042,C16463,C00034,C01667,C01667,C00122,C00042,C00064,C00149,C00042,C02084,C16463,C16665,C16463,C00547,C00238,C00399,C00547,C00007,C16640,C16421,C11842,C00025,D07746,C16463,C13768,C01667,C06230,C11849,C05757,C00282,C21221,C21245,C21220,C01019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eco02024,Quorum sensing - Escherichia coli K-12 MG1655,C16640,C16421,C21195,C18049,C21220,C21246,C21229,C21221,C21230,C21197,C11841,C18049,C21198,C00788,C21223,C11845,C21197,C21197,C21202,C18206,C16463,C21199,C11841,C00334,C21199,C21197,C20677,C21197,C21198,C21245,C00007,C21224,C21225,C21226,C21227,C21228,C21239,C21238,C16463,C21201,C11837,C20643,C11848,C11841,C01019,C00059,C00009,C00232,C21244,C21232,C21382,C20959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eco02026,Biofilm formation - Escherichia coli - Escherichia coli K-12 MG1655,C04494,C00575,C16463,C16463,C21382,C04494,C00575,C00037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eco02030,Bacterial chemotaxis - Escherichia coli K-12 MG1655,C00716,C00049,C00208,C00121,C00124,C00107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eco02040,Flagellar assembly - Escherichia coli K-12 MG1655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eco02060,Phosphotransferase system (PTS) - Escherichia coli K-12 MG1655,C06377,C11544,C01083,C06186,C00689,C06187,C06376,C00208,C02995,C00092,C00031,C00357,C00140,C16688,C00089,C02995,C00208,C06187,C06186,C02713,C16698,C00352,C00329,C00022,C00074,C06311,C01697,C16186,C00072,C01096,C00794,C05396,C00243,C00185,C02262,C01132,C02888,C01452,C00275,C00159,C01094,C00095,C00644,C00392,C16699,C01094,C00095,C00022,C00074,C00697,C00022,C00074,C20589,C03752,C16489,C16488,C00208,C02995,C01113,C00124,C04534,C00092,C00031,C05378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eco03010,Ribosome - Escherichia coli K-12 MG1655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eco03018,RNA degradation - Escherichia coli K-12 MG1655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eco03020,RNA polymerase - Escherichia coli K-12 MG1655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eco03030,DNA replication - Escherichia coli K-12 MG1655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eco03060,Protein export - Escherichia coli K-12 MG1655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eco03070,Bacterial secretion system - Escherichia coli K-12 MG1655,C00002,C00002,C00002,C00002,C00002,C00002,C00002,C00002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eco03410,Base excision repair - Escherichia coli K-12 MG1655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eco03420,Nucleotide excision repair - Escherichia coli K-12 MG1655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eco03430,Mismatch repair - Escherichia coli K-12 MG1655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eco03440,Homologous recombination - Escherichia coli K-12 MG1655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eco04122,Sulfur relay system - Escherichia coli K-12 MG1655,C00097,C00041,C00868,C17322,C00868,C17322,C00378,C05924,C18239,C00044,C00019,C18237,C05924,C18239,C00044,C00019,C18237,C00097,C00041,C00097,C00979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
