compound,formula,mass
39103,C10H16O2,168.233
39104,C10H16O2,168.23284
39105,C10H16O2,168.23284
39106,C16H10,202.2506
39107,C11H14O2,178.22766
39109,C11H14O2,178.22766
39110,C11H14O2,178.22766
39111,C11H14O2,178.22766
39112,C26H29Cl2N5O3,530.44576
39113,C21H30O3,330.4611
39114,C22H30O5,374.4706
39115,C19H26O3,302.40794
39117,C19H26O3,302.409
39118,C19H26O3,302.40794
39119,C19H26O3,302.40794
39120,C19H26O3,302.40794
39121,C19H26O3,302.40794
39122,C19H26O3,302.40794
39123,Ca,40.078
39124,Ca,40.078
39125,Ba,137.327
39126,Ba,137.327
39127,Mg,24.305
39129,Sr,87.617
39130,Sr,87.617
39132,Be,9.012
39133,Be,9.012
39134,C19H26O3,302.409
39135,C19H26O3,302.40794
39136,C19H26O3,302.40794
39137,C19H26O3,302.40794
39138,C19H26O3,302.40794
39139,C19H26O3,302.40794
39140,C19H26O3,302.40794
39147,C23H32N2O8,464.50886
39148,C51H63FeN6O9,959.92596
39150,C5H7O3,115.10728
39152,C2HgN2O2,284.633
39153,C5H8O3,116.11522
39156,C6H11Cl,118.60424
39157,C17H21NO3,287.35358
39158,C17H21NO3,287.35358
39159,C17H21NO3,287.35358
39160,C23H32N2O8,464.50886
39161,C14H11Cl3,285.59524
39162,C10H14N2,162.2316
39163,C10H11ClN4,222.674
39164,C10H11ClN4,222.674
39165,C10H11ClN4,222.674
138041,C15H26O,222.367
39168,C9H10ClN5O2,255.661
39169,C9H10ClN5O2,255.661
39170,C11H15ClN4O2,270.715
39171,C11H15ClN4O2,270.715
39172,C5H4ClN,113.545
39174,C5H4ClN,113.5447
39175,C10H9ClN4S,252.72412
39176,C10H9ClN4S,252.72412
39177,C6H8ClN5O2S,249.678
39178,C6H8ClN5O2S,249.678
39179,CH4N4O2,104.068
39180,CH4N4O2,104.0681
39181,CH4N4O2,104.0681
39183,C7H14N4O3,202.2111
39184,C7H14N4O3,202.2111
39185,C8H10ClN5O3S,291.715
39186,C8H10ClN5O3S,291.715
39187,C3H2ClNS,119.57342
39188,C17H21NO4S4,431.61698
39194,C3H6S3,138.27774
39195,C3H6S3,138.278
39196,C3H6S3,138.27774
39197,C3H6S3,138.27774
138048,C25H40,340.595
39199,C5H13NO6S4,311.42386
138051,C15H24,204.352
39212,C30H48O4,472.69972
39227,C2Cl6,236.7376
39228,C31H44O7,528.67686
39229,C32H46O7,542.70344
39231,C49H75NO13,886.11874
39232,C48H73NO13,872.09216
39234,C17H30O2,266.4189
39235,C17H30O2,266.4189
39236,C15H24,204.35106
39237,C15H24,204.352
39238,C15H24,204.35106
39239,C15H24,204.35106
39240,C15H24,204.35106
39241,C15H24,204.35106
39242,C15H24,204.35106
39243,C18H28O2,276.41372
39244,C12H22O11,342.29648
39245,C12H22O11,342.29648
39246,C19H38O2,298.5038
138058,C15H29N4O3,313.416
39248,C21H42O2,326.557
138057,C14H27N4O3,299.39
39250,C15H30O2,242.3975
39251,C15H30O2,242.3975
39254,C18H26ClN3,319.87196
39255,C19H34O3,310.47146
39256,C19H34O3,310.47146
39257,C19H34O3,310.47146
39258,C12H10O,170.2072
39260,C20H19NO3,321.3698
39261,C12H10O2,186.2066
39262,C12H10O2,186.207
39263,C12H10O2,186.2066
39264,C12H10O2,186.2066
138061,C14H27N4O4,315.389
39271,C18H14O2,262.30256
39272,C18H14O2,262.303
39273,C18H14O2,262.30256
39274,C18H14O2,262.30256
39275,CH3Br,94.93852
39280,C22H26O3,338.44004
39282,CH3I,141.93899
39283,C26H21Cl2NO4,438.30212
39285,CCl3NO2,164.375
39286,C10H8Cl2O2,231.07472
39287,F2O2S,102.06161
39288,AlF6,140.97196
39289,AlF6Na3,209.94127
39290,AlF6Na3,209.941
39291,C9H6F3N3O,229.15877
39294,C60H78OSn2,1052.68072
563586,C10H8O2,160.17
39299,C23H32N2OS,384.57906
39300,C19H26O4S,350.47334
39308,C8H10Cl2O2,209.0692
39309,C22H18Cl2FNO3,434.28706
39310,C22H18Cl2FNO3,434.28706
39311,C10H11N5O,217.22744
39312,C22H18Cl2FNO3,434.28706
39313,C22H18Cl2FNO3,434.28706
39314,C22H18Cl2FNO3,434.288
39315,C14H8Cl2N4,303.14568
39319,C9H10ClF3O2,242.62241
39320,C2H2N4,82.06424
39321,C2H2N4,82.064
39322,C2H2N4,82.06424
39323,C23H19ClF3NO3,449.84981
39324,C2H2N4,82.06424
39325,C23H19ClF3NO3,449.851
39326,C17H21ClN2O2S,352.881
39327,C23H19ClF3NO3,449.84981
39328,C17H21ClN2O2S,352.87962
39329,C21H23F2NO2,359.40967
39330,C12H6Cl4O2S,356.05164
39331,C22H19Cl2NO3,416.298
39332,C22H19Cl2NO3,416.298
39333,C22H19Cl2NO3,416.298
39334,C22H19Cl2NO3,416.298
39335,C22H19Cl2NO3,416.2966
39336,C22H19Cl2NO3,416.2966
39337,C22H19Cl2NO3,416.2966
39338,C22H19Cl2NO3,416.2966
39339,C22H19Cl2NO3,416.2966
39340,C22H19Cl2NO3,416.2966
39341,C24H25NO3,375.46024
39342,C24H25NO3,375.46024
39343,C24H25NO3,375.46024
39344,C8H10Br2O2,297.9718
39345,C11H13ClO2,212.67242
39346,C25H22ClNO3,419.89982
39347,C15H11BrClF3N2O,407.613
39348,C25H28O3,376.48802
39349,C7H6N2O5,198.1329
39350,C12H18O2,194.27012
39352,C6H4N2O5,184.107
39353,C22H23NO3,349.42296
39354,C6H4N2O5,184.1064
39355,C8H14O2,142.19556
39357,C6H4N2O5,184.1064
39358,C6H4N2O5,184.1064
39359,C11H14O3,194.22706
39360,C6H4N2O5,184.1064
39361,C28H22Cl2FNO3,510.38302
39362,C6H5NO3,139.109
39367,C26H22ClF3N2O3,502.91247
39368,C24H23BrF2O3,477.33843
39370,C20H9Cl3F5N3O3,540.655
39372,C17H22N2O4,318.36766
39373,C17H22N2O4,318.36766
39374,C20H10Cl2F5N3O3,506.21
39375,C25H20ClF2N3O3,483.89423
39376,C25H20ClF2N3O3,483.89423
39377,C25H20ClF2N3O3,483.89423
39380,C16H23N3OS,305.44
39381,C16H23N3OS,305.44
39382,C21H11ClF6N2O3,488.76684
39383,C16H8Cl2F6N2O3,461.14222
39384,C17H8Cl2F8N2O3,511.14973
39385,C17H9ClF8N2O4,492.70437
39386,C17H7Cl2F9N2O3,529.14019
39387,C14H6Cl2F4N2O2,381.10873
39388,C15H10ClF3N2O3,358.69949
39389,C17H22N2O4,318.36766
39390,C8H17NO3S,207.29152
39391,C19H24O3,300.39206
39392,C23H24O4S,396.50026
39393,C25H29FO2Si,408.5805
39394,C9H14OSi,166.29236
39395,C17H14ClF7O2,418.73338
39396,C17H14ClF7O2,418.73338
39397,C19H25NO4,331.40614
39399,C19H25NO4,331.40614
39400,C22H19Br4NO3,665.0072
39401,C8H10Br4O2,457.7798
39402,C26H22BrF2NO4,530.35803
39404,C18H26O2,274.39784
39405,C23H26O3,350.45074
39408,C6H13NO4S,195.23776
39411,C17H16Cl2O3,339.21254
39413,C14H10Cl2O3,297.1328
39414,C14H12O3,228.24328
39416,C8H8N2O2,164.1614
39420,C25H50O2,382.6633
39421,C8HF17O3S,500.13
39422,C8H18O3S,194.29272
39423,C14F24,624.11148
39424,C8F14O3,410.06144
39425,C7ClF5O,230.519
39426,C4HF7O2,214.0384
39427,C6F14,338.0418
39428,C5F12,288.035
39429,C3F6O,166.02192
39439,C6H4O2,108.095
39440,C35H46Cl3N7O2,703.14382
39445,ClFO2S,118.5159
39448,C11H20O2,184.276
39449,C11H20O2,184.2753
39450,C11H20O2,184.2753
39451,C11H20O2,184.2753
39452,C11H20O2,184.2753
39453,C11H20O2,184.2753
39454,C11H20O2,184.2753
39455,C22H38O5,382.53412
39458,C11H16N2O2,208.25702
39459,C11H16N2O2,208.257
39460,C11H16N2O2,208.25702
39461,C11H16N2O2,208.25702
39462,C11H16N2O2,208.257
39464,C11H16N2O2,208.25702
39465,C13H24N4O3S,316.42
39466,C13H24N4O3S,316.42
39467,C2H2N2S,86.117
39468,C2H2N2S,86.11676
39469,C2H2N2S,86.11676
39470,C12H16Na2O13,414.22718
39471,C2H2N2S,86.11676
39472,C2H2N2S,86.11676
39473,C12H16O13,368.24764
138102,C19H24N6O16P2,654.373
39475,C9H23N3,173.29914
39476,C8H22N4,174.28724
39478,C4H6,54.09044
39479,C4H6,54.091
39480,C4H6,54.09044
39481,C4H5Cl,88.5352
39483,Cr2Na2O7,261.96754
39484,C20H22FN3O2,355.4061
39485,C35H42F2N2O6,624.71467
39488,C23H35N3O6,449.54062
39501,C6H18N4,146.23408
39505,C12H17N,175.27012
39506,C26H25N5O2,439.509
39508,C23H36O6,408.529
138112,(C14H18NO17S2)n.H2O,138112
39524,C24H50O13,546.646
138116,C15H18N2O3,275.315
39540,C18H35NO3,313.476
39547,C7H16NO3,162.20688
39548,C33H35FN2O5,558.63988
39551,C19H30N4O6S,442.53
39558,C69H140O35,1529.8289
39561,C19H42N,284.5435
39564,C11H12O6,240.20938
39567,C12H24O3,216.3172
39568,C18H31N7O5,425.4826
39573,C18H32O4,312.445
39576,C14H30O6,294.3844
39579,C21H22N2O5,382.4098
39585,C10H14N2O4,226.2292
39589,C18H14F4N2O4S,430.37
39610,C6H13NO5,179.1711
39618,C6H16N2,116.20472
39624,C5H7N3O,125.1286
39631,C10H22O6,238.27808
39634,C24H24N6O,412.4872
39637,C15H25N3O,263.37862
39640,C17H18N2O4,314.3358
39669,C13H8F2O3,250.1976
39678,C14H15N5O6S,381.364
39708,C16H13NO3S,299.34536
39721,C7H9N3O3,183.1647
39723,C10H12FN5O3,269.23258
39724,C20H36O12,468.493
39731,C6H14O12P2,340.11568
39733,C27H27N5O2,453.537
39737,C6H13O9P,260.13578
39740,C10H12FN5O4,285.23198
39745,H2O4P,96.98724
39764,C6H11NO2S,161.222
39784,C18H38O10,414.48832
39785,C5H7NO2,113.1146
39813,C7H7I,218.035
39826,C9H10O,134.1751
39827,C4H4O2,84.07336
39832,C3H8O,60.095
39839,C8H10O,122.1644
39857,C4H7N5,125.1319
39866,C17H18N2O4,314.3358
39867,C8H16O2,144.2114
39870,C3H9N,59.1103
39876,C6H5FO2,128.1011
39900,C35H48N6O8,680.803
39901,C8H11N,121.1796
39912,C7H6O4,154.1201
39916,C28H40N4O,448.64356
39922,C6H7N,93.1265
39930,C30H42O2,434.6533
39931,C7H7NO2,137.136
39932,C8H16O,128.21204
39934,C41H82NO8P,748.06548
39940,C9H10O,134.178
39949,H5O10P3,257.95498
39955,C17H22N4O4S,378.44714
39959,C18H19F6N5,419.3674
39971,C6H15P,118.1571
39980,C5H8O5,148.114
39992,C5H7N3O,125.1286
40009,C3H6N2O2,102.0919
40035,C4H6N2,82.1038
40036,C2H4N4,84.08
40050,C25H35N3O6S,505.62802
40070,C9H6O3,162.1421
40071,C12H8N2O2,212.2042
40072,C11H12N2O3,220.2246
40083,C25H27N3O4,433.4997
40096,C10H18N5O19P5,667.1408
40101,C9H12FN2O9P,342.1717
40114,C8H10O2S,170.229
40116,C5H10O2,102.1317
40117,C10H20N2,168.28
40118,C21H21N5O5S,455.48814
40131,C11H14O2,178.2277
40133,C16H21NO3,275.3428
40139,C6H10N2O4,174.15468
40149,C17H22N2O2,286.36886
40152,C16H20N2O3S,320.407
40154,C9H11FN2O6,262.1918
40167,C11H13IN4O4,392.14995
40196,C11H16N5O7P,361.2478
40205,C8H8N2,132.1626
40235,C5H6N6,150.1413
40237,C16H15F6N5O,407.31382
40260,C27H33N9O16P2,801.5491
40265,C40H81NO8P,735.0468
40274,C6H6N4,134.1386
40279,C5H4N4O,136.1115
40290,C23H26N2O5S,442.53
40300,C16H13FN2OS,300.352
40303,C24H36O5,404.53964
40304,C10H13N5O5,283.2407
40322,C33H38N6O10,678.689
40326,C9H6INO5,335.05215
40332,C17H15N5O2,321.3335
40356,C8H15NO6,221.2078
138286,C16H31N4O3,327.443
40403,C10H13N5O9P2,409.1858
40407,C46H70O,639.0474
40410,C4H7NO3,117.1033
40413,C13H19N2O7P,346.2729
40432,C24H25N5O,399.4884
40438,C5H11O8P,230.1098
40443,C8H7NO4,181.1455
40444,C18H12N2O,272.301
40448,C14H8O2,208.21212
40454,C15H24N6O12P2,542.33182
40460,C11H16N5O7P,361.2478
40467,C13H21N6O4S,357.40988
40477,C6H16N5O,174.2241
40519,C10H16,136.23404
40520,C6H14BNO4,174.991
40521,C8H16N4O3,216.2376
40526,C6H7N5,149.1533
40532,C11H18N5O12P3,505.2084
40536,C6H13BNO4,173.983
40538,C7H9N,107.1531
40547,C6H11NO2,129.157
40572,C6H14O3,134.1736
40574,C2H3O,43.04462
40583,C12H18O13,370.26352
40585,C36H60O30,972.845
40594,C14H16N2O4S,308.353
40595,C6H14O12P2,340.11568
40599,C4H7NO,85.10452
40611,C10H14O,150.21756
40617,C7H17N4O2,189.2355
40618,CH6N4,74.0851
40646,C5H10BO7,192.94
40656,C6H12O6,180.15588
40666,C11H17NO7,275.25522
171741,C12H17NO3,223.2683
40673,C4H7NO3,117.10332
40677,C18H16O2,264.3184
40678,C14H11N,193.24388
40682,C7H15NO2,145.1995
40697,C14H23N3O,249.35204
40699,C16H17N3O4,315.329
40719,C5H9N1O3,131.1299
40721,C10H15N5O7P,348.2292
40729,C11H19NO8,293.2705
40730,C11H17N5O9P2,425.2285
40741,C9H10O3,166.1739
40750,C7H6F3N,161.1244
40751,C9H13NO3,183.20446
40753,C14H10O,194.2286
40763,C12H15N3O3S,281.33192
40782,C3H4N2S,100.142
40785,C6H12N4O2,173.19318
40799,C19H24O2,284.3927
40810,C6H4N2O5,184.1064
40813,C8H8O3,152.14732
40822,C6H12O6,180.15588
40823,C2H5NO3,91.066
40836,C19H32O2,292.45618
40850,C4H3N5O2,153.09912
40856,C14H13N6O3,313.29166
40863,C14H8O7S,320.274
40886,C5H10O5,150.1299
40889,C3H6N2S,102.158
40893,C9H15N3O2,197.23442
40896,C18H32O16,504.4371
40909,C22H17N3O5,403.3875
40910,N3,42.02022
40926,C2H7O3P,110.0489
40933,C19H30O,274.4409
40935,C6H11NO4,161.1558
40940,C19H17N3O3,335.3566
40947,C11H26N2O6,282.33402
40951,C17H23N3,269.38474
40953,C31H37N5O3,527.658
40957,C6H13NO4,163.17176
40968,C40H52O4,596.83848
40992,C5H9NO3,131.1299
41001,C16H19NO4,289.3264
41005,C6H12O6,180.15588
41011,C4H9NO3,119.1192
41030,C7H16N2O2,160.2141
41033,C7H9N2,120.1519
41034,C12H22O11,342.29648
41037,C14H16N2O4,276.2878
41039,C19H23N4O6PS,466.448
41055,C9H20NOS,190.326
41059,C23H20N4O2,384.43066
41070,C10H8O6S2,288.29892
41076,C6H13O9P,260.13578
41089,C12H6O12,342.1688
41094,C14H22O2,222.3233
41105,C6H14N2O4,178.1864
41112,C8H15NO6,221.2078
41117,C8H9NO,135.1632
41121,C4H5NO4,131.08684
41128,C14H28O6,292.372
41131,C4H6O2,86.08924
41132,BH4O4,78.84036
41135,C19H16N2O2,304.343
41139,C5H12NO2,118.154
41149,C6H9NO2,127.1412
41150,C9H13N2O10P,340.1807
41183,C9H11N5O3,237.216
41189,C4H10O2,90.121
41198,C12H11N3O5,277.2328
41200,C16H30O,238.4088
41213,C55H76N4O6,889.2151
41214,C7H7NO3,153.1354
41218,C2H6OS,78.13444
41221,C5H10N2O2,130.14518
41237,C14H12O2,212.24388
41241,C11H12O4,208.21058
41250,C8H19NO5,209.2402
41253,C14H30,198.388
41254,C12H16O5,240.2524
41264,C4H9,57.11426
41268,C4H8O2,88.1051
41274,C22H24N4O,360.4522
41275,C7H6N2,118.13602
41285,C9H17BN2O3,212.054
41304,C17H20N5O7P,437.3438
41308,C13H10O,182.2179
41320,C13H12N2O,212.248
41321,C27H46O4S,466.719
41323,C16H34O5,306.43816
41330,C5H10O2,102.1317
41341,C10H18,138.24992
41351,C6H14O13P2,356.11508
41378,C15H34N,228.4372
41384,C4H11O3P,138.1021
41401,C4H10N2O3,134.135
41402,C2H3O2,59.04402
41423,C17H14F3N3O2S,381.372
41425,C15H18N2O8S,386.3781
41433,C5H7NO2,113.11462
41450,C6H9NO6,191.1388
41456,C5H6O2,98.09994
41469,C6H12N2O3,160.17116
41473,C9H13N3O10P2,385.1611
41476,C7H12O2,128.16898
41480,C13H17IN2O,344.1913
41482,C28H49N8O18P3S,910.718
41485,C9H14N2O4,214.2185
41487,C25H21N3O3,411.45266
41500,C10H12O2,164.2011
41509,C45H76O2,649.08374
41527,C28H58O9,538.75472
41531,C4H9NO2S,135.185
41539,C48H91NO11S,890.301
41550,CHF3,70.01385
41576,C32H34N2O12,638.61864
41582,C6H11NO2,129.157
41593,C28H31NO4,445.55
41595,C15H24,204.35106
41607,C4H6O,70.0898
41609,CO3,60.0089
41611,C28H48N7O17P3S2,911.769
41617,C15H23NO3,265.34806
41625,C22H15N3O4,385.373
41630,C3H7NO3S,137.158
41633,C27H44O2,400.6371
41656,C20H20N2O4,352.3838
41674,C6H8O2,112.12652
41688,C25H30ClN3,407.979
41696,C6H11NO4S,193.221
41710,C3H7NO3S,137.158
41721,C3H7NO4S,153.157
41727,C18H32O16,504.438
41733,C6H5NO7S,235.173
41753,C18H32O16,504.4371
41774,C26H29NO,371.5146
41778,C19H17NO,275.34442
41794,C24H28N4O,388.50548
41804,C10H10N2O,174.2
41808,C10H22,142.28168
41814,C10H8N2S2,220.314
41834,C4H8N2O,100.1192
41837,C4H8O2S2,152.237
41846,C10H17N2O13P3,466.1689
41847,C39H76O5,625.0177
41865,C10H18O4,202.24752
41872,C30H40N4,456.6643
41879,C22H29FO5,392.467
41883,C7H6F2O,144.121
41888,C15H12O3,240.254
41893,C6H8O6,176.1241
41899,C12H27NO,201.349
138587,C26H40N7O18P3S,863.62
41917,C4H9O8P,216.08322
41919,C26H27NO10,513.49332
41921,C9H8,116.15982
41922,C18H20O2,268.3502
138590,C22H32O4,360.488
41928,C10H11NO,161.20048
41934,C16H38N2,258.4852
173012,C18H17N3OS,323.412
41941,C8H8O4,168.14672
41945,C10H14N5O7P,347.22142
41948,C6H12F2N2O2,182.1685
41962,C4H11O3P,138.1021
41963,C15H12O7,304.25158
41965,C15H12O3,240.25398
41967,C14H12O2,212.2439
41974,C17H32N4O7,404.45874
41977,C27H29NO10,527.5199
138601,C22H32O5,376.493
41981,D2O,20.027
138602,C22H32O5,376.493
41983,C27H30NO11,544.5272
566274,C3H4O2,72.0627
41988,C9H14N2O5,230.2179
42017,C6H4N2O5,184.1064
42023,C10H12O2,164.20108
42024,C18H25N3O4S,379.476
42025,C12H25NO2,215.333
42027,C44H80NO8P,782.0817
138612,C22H30O4,358.478
42034,C23H33N5O10,539.5356
42037,C27H29INO10,654.42437
138613,C22H30O4,358.478
42040,C10H8O2,160.16932
138614,C22H32O5,376.487
138615,C22H32O5,376.487
138616,C22H32O5,376.487
42053,C32H37NO13,643.63512
42056,C5H4O6,160.08166
138617,C22H32O4,360.488
138618,C22H32O4,360.488
42068,C26H27NO9,497.49392
42082,C35H38N2O5,566.6866
42085,C9H20N2O2,188.26738
42088,C20H35NO15,529.4896
42090,C4H10O4,122.1198
42098,C23H34O5,390.51306
42101,C6H13NO2,131.17296
42106,C4H10O2S2,154.253
42111,C3H6O3,90.07794
42112,C10H15N2O8P,322.20854
42115,C8H15O11P,318.1719
42121,C20H24N2O8,420.41324
42122,C27H41N5O10S,627.707
42142,C21H33BN6O5,460.336
42147,C4H8O2S2,152.237
42155,C3H6N2O,86.09262
42156,C18H24O3,288.382
42160,O4S2,128.1296
42170,C4H10O2S2,154.253
42173,C7H5N5,159.1483
138640,C22H32O3,344.495
42191,C10H16N2O8,292.24272
42202,C21H20O9,416.3781
138648,C22H32O5,376.487
138649,C22H32O5,376.487
42219,C23H34O4,374.51366
42223,C15H10O5,270.2369
42229,C8H16N2O2,172.2248
566519,C12H14O5,238.2366
138653,C22H32O4,360.488
42241,C2H5O,45.0605
42248,C10H15N2O6P,290.212
138655,C22H32O4,360.488
42255,C15H14O7,306.26746
42263,C4H10O2,90.121
42265,C28H50N4O7,554.7192
42266,C2H6,30.06904
42280,C10H18N2O3,214.2616
42298,C9H20N2O4S,252.33218
42309,C18H20O2,268.3502
42319,C20H25NO5,359.4162
42320,C6H13O9P,260.13578
42330,C2H3F3O,100.03983
42334,C8H18N2O4S,238.3
42355,C37H67NO13,733.9268
42362,C15H26,206.36694
42383,C2H7O4P,126.0483
42394,C23H46O2,354.6101
42403,C16H8F3N3O2S,363.31495
42416,C7H7NO,121.1366
42429,C6H5F2NO2S,193.17225
42433,C20H28N4O9S,500.523
42438,C9H10O2,150.1745
138693,C62H97N5O90S13,2769.275
42446,C15H13FO2,244.26092
138695,C60H95N5O95S15,2887.367
42452,C10H13N5O4,267.24152
42465,C2H6O3S,110.133
138698,C48H76N4O76S12,2309.893
42471,C22H34O7,410.5012
138700,C48H76N4O58S6,1829.508
42478,C21H20N3,314.40372
138701,C48H76N4O55S5,1749.443
42484,C10H11F2NO,199.19729
42485,CHO,29.01804
42487,C2H5I,155.96557
138703,C48H76N4O58S6,1829.508
42491,C15H10O2,222.2387
42492,C20H14O5,334.32216
42495,C11H15N5O4,281.2681
138705,C48H76N4O55S5,1749.443
566789,C2H8N,46.0916
42504,C15H30O2,242.3975
138708,C36H57N3O54S8,1652.356
42528,C16H28N2O11,424.4003
42533,C6H5FO,112.102
42534,C19H28O2,288.4244
566825,C3H10N,60.1177
42539,C14H28O3,244.3703
42548,C6H12O5,164.1565
42549,C7H8FN3O4,217.1545
435764,C17H16O2,252.3077
42564,C6H12O5,164.15648
42566,C6H5F2NO2S,193.17225
42567,C15H10O6,286.2363
42575,C11H15N5O4,281.2681
42578,C7H5F3O,162.1092
42588,C26H33NO2,391.5457
42589,C6H12O5,164.15648
138723,C43H69O8P,744.979
42601,C26H35O7,459.5519
42603,C8H5N3O5,223.1424
42606,C6H12O5,164.15648
138727,C20H26O4,330.419
42626,C12H17N6O8P,404.2725
42630,C9H12,120.1916
42638,C14H10F3NO2,281.22995
42639,C4H6O2,86.0892
138733,C61H100O12P2,1087.389
42645,F,18.9984
42646,C10H6O5,206.15164
138734,C39H74O4,607.004
138735,C57H106O5,871.451
42654,C10H12N4O5,268.22624
138736,C19H12F4N2O2,376.305
42660,C16H25N5O16P2,605.3411
42665,C18H15FN4O,322.3363
42677,C3H10NO,76.1176
42680,C15H26O,222.3663
42682,C7H7NO2,137.13602
42683,C14H22N2O3,266.33616
42697,C13H20N2O3,252.30958
42699,FO3P,97.97036
42700,C6H11FO4,166.14754
42702,C19H26N2O3,330.4213
42717,C6H10O7,194.1394
42719,C23H27N3O4S,441.543
42724,C9H13N,135.20626
42725,C11H10N4,198.2239
42754,C7H15NO4,177.19834
42758,C6H12O6,180.15588
42768,C20H40N4O10,496.55256
42775,C11H18N5O12P3,505.2084
42782,C66H126O8,1047.7018
42787,C13H20N2O3,252.30958
42790,C7H9NO2,139.154
42797,C9H17NO2,171.2368
42819,C6H6O7,190.1076
42820,CH5N3,59.07062
42839,C12H18N6O3,294.30996
42843,C2H6N2O,74.08192
42893,C19H29N2O3,333.4452
42894,C18H32O16,504.43708
42896,C6H12O5S,196.221
42905,C6H12O6,180.15588
42917,C12H16NO16S2,494.385
42939,C6H14N,100.1821
42944,C17H21NO3,287.35358
42946,C4H6N4O2,142.1162
42955,C5H11NO2,117.1463
42965,C42H83NO8,730.1103
42976,C7H14O7,210.18186
42977,C27H46O2,402.65294
42989,C27H46O2,402.65294
138803,C12H15N6O7P,386.258
43000,C10H16N5O13P3S,539.24722
43003,C7H16O,116.202
43007,C14H19N3O2,261.3196
43012,C15H22NO6P,343.312
43029,C9H13N5O3,239.2312
43034,C16H17N3O7,363.3221
43035,C9H10O2,150.1745
43040,C3H5NO4,119.0761
43043,C16H34O3S,306.50536
43053,C12H15NO19S3,573.442
43060,C14H16N2O4S,308.353
43065,C9H10O3,166.1739
567361,C10H12ClN5O3,285.687
43074,C27H39N7O20P3S,906.62
43078,C6H14O2,118.1742
43081,C23H29N2O7P,476.4593
43088,C6H14N4O3,190.20052
43089,CH5N3O,75.0699
43098,C7H16,100.20194
43103,C10H13NO2,179.2157
43104,C6H12O6,180.15588
43120,C9H13N5O3,239.232
43129,C16H12O6,300.2629
43136,C4H10O2S2,154.253
43141,C3H7O2,75.08648
43164,C4H6NO2,100.09598
43176,HO,17.00734
43179,C17H14N2O4,310.30414
43186,C11H12N2O3,220.22466
43195,C14H22N4O8P2S,468.361
43197,C12H24O3,216.3172
43208,C7H16O3,148.2001
43219,C9H16O2,156.2221
43253,C10H14N4O2,222.24392
43261,C10H14,134.21816
43262,C6H8O7,192.123
43263,C9H13IN3O7P,433.0937
43275,C16H33FO2S,308.49642
43278,C23H27NO4,381.4648
43291,C6H8O7,192.12352
43295,C8H9N,119.1638
43299,C8H12N2O3,184.1925
43305,C6H14N2O4,178.1864
43312,C7H15NO2,145.1995
43355,C8H7NO4S,213.21
43362,C11H14N4O4,266.25342
43385,C14H17N3O2S,291.3698
43394,C6H10O7,194.1394
43405,C9H13N,135.2062
43411,C10H15N3O5S3,353.44132
43415,C13H18O2,206.28082
43419,C24H40O4,392.572
43422,C9H10INO2,291.088
43424,C25H32N8O,460.5749
138889,C6H9N3O3,171.154
43433,C6H13NO2,131.17296
43445,C15H24,204.35106
43448,I,126.90447
43451,HI,127.91241
43453,C6H10O10S,274.2
43460,C24H25FN4O2,420.4793
43467,C11H15N5O4,281.2681
43468,C7H12O5,176.16718
43474,HO4P,95.9793
43513,C13H16N2O5,280.27662
43515,O2U,270.0277
43521,C6H5IO,220.00777
43533,C7H13NO,127.1842
43541,C22H21NO3S,379.47308
43542,C30H63NO10,597.8219
43561,C12H15N3O2S,265.33252
43562,C19H17NO4,215.24632
43572,C6H6O4,142.1094
43575,C7H14N2O4,190.19714
43577,C8H14O8,238.19196
43580,C11H11NO2,189.2105
43602,C26H44O4,420.626
43615,C5H6N2O2,126.1133
43616,C27H21N3O5,467.4727
174690,C12H18Cl2N2O,277.19
43619,C20H42,282.54748
43620,C12H22O11,342.297
43636,C4H3IN2O2,237.9833
43644,C8H14N2O2,170.209
43645,C16H11N3O2,277.278
305790,C15H11I4NO4,776.87
147618,C22H38N2O16,586.544
43661,C13H12N4O2,256.26014
43666,C20H21N3O,319.40036
43689,C5H13N,87.1634
43697,C11H15N3O5,269.2539
43703,C6H12O6,180.15588
43711,C8H17NOS2,207.35872
43722,C14H28O2,228.37092
43732,C3H3NS,85.128
568021,C7H4O3S,168.17
43739,C6H11NO3,145.158
43741,C8H5N3O6S,271.207
43745,C4H6N4,110.12
43755,C21H31N3O5,405.4879
43769,C24H46O11,510.6154
43786,C7H15O10P,290.1618
43791,C11H14N5O7P,359.2319
43796,C8H14O2S2,206.32756
43797,C5H7NO2,113.116
43799,C4H11N,73.1368
43812,C10H16O,152.23344
43824,C6H13O10P,276.1352
43830,C16H18N3S,284.40034
43832,C6H10O7,194.1394
138974,C30H52O4,476.733
43858,C4H7NO2,101.104
43876,C10H11NO4,209.1986
43892,C12H23NO7,293.314
43896,C6H13O9P,260.13578
43903,C7H9N3O,151.16598
43907,C4H8,56.1063
43923,C2H2O,42.03668
43927,C28H46N4O3,486.69
43934,C5H10O5,150.1299
43943,C7H14O6,194.18246
43945,CH6O6P2,176.0023
43949,C6H12N2O3,160.1711
43955,C19H26N8O13P2S2,700.53538
43960,C6H10N2O5,190.15408
43966,C22H31N5O4,429.5126
43967,C12H18N5O8P,391.2738
43968,C17H25N3O5S,383.463
43977,C11H19N5O11P2,459.243
43978,C5H8F3NO2S,203.183
43980,C10H13NO2,179.2157
43983,C7H15NO2,145.2
43986,C12H18N5O7P,375.2744
