compound,formula,mass
43991,C3H5NO3,103.07674
43996,C5H12N8,184.2024
43997,C8H18N2O2,174.2407
44003,C6H13NO2S,163.24
44009,C8H18O,130.228
44027,C51H72O2,717.1162
44032,C36H47N5O4,613.78968
44042,C7H14O5,178.1831
44052,C3H9O4P,140.0749
44061,C8H13N3O3,199.2071
44074,C10H14N5O6PS2,395.35402
44075,C7H15NO2,145.19954
44079,C5H10N2O3,146.1445
44081,C11H14N4O4S,298.318
44085,C35H40N4O4,580.7165
44089,C36H64N7O17P3S,991.916
44096,C9H17NO6,235.2344
44107,C23H25N2,329.458
44111,C3H6O2S,106.14454
44115,C7H15NO4S,209.26434
44120,C5H9NO2S,147.1965
44137,C28H47NO4S,493.742
44143,C17H22N2O3,302.3682
139032,C20H33O7P2,447.42
44147,C56H80O2,785.235
44156,C10H19N5S,241.35756
44158,C3H7NO3P,136.06638
139036,C11H8N2O3S2,280.325
44177,C2H3N,41.05196
44185,C20H22N8O5,454.4396
44188,C10H9NO3S,223.2494
44194,C10H14,134.21816
44209,CH4N,30.0492
44212,C6H13NO2,131.1729
44215,C21H27N7O14P2,663.42538
44224,C6H14O2,118.1742
44229,C10H8O3S,208.23472
44230,C12H23NO10,341.31176
44234,C24H32N7O20P3,831.4671
44235,C11H14O4,210.2265
44236,C21H31N7O15P2,683.4563
44237,C10H15NO2S,213.297
44241,C14H14N2O,226.2738
44245,C46H64O2,648.9992
44247,C24H46O2,366.63
44272,C7H11NO3,157.1671
44278,C8H15NO6,221.2078
44296,C8H20N,130.25114
44302,C8H17NO3S,207.29
44303,C9H11NO3,181.1885
44305,C11H17N,163.264
44312,C9H17NO7,251.23382
44313,C8H16NO9P,301.1877
44331,C14H25NO11,383.35
44337,C7H9NO5,187.15
44343,C10H10O2,162.1852
44348,C6H9NO2,127.1412
44356,C6H15NO6S,229.25244
44368,C6H6N4O4,198.1362
44369,C6H13NO4,163.1717
44383,C2H6N2O,74.0818
44387,C7H13NO4,175.1824
44391,C8H15NO9S,301.27
44394,C11H15F3NO2,250.23755
44395,C8H15NO9S,301.271
44400,C3H5NO2,87.0773
44401,C10H6O3,174.15284
44409,C21H28N7O17P3,743.40528
44419,C12H15NO7,285.25004
44423,CH4N2O2,76.05474
44434,C10H5O9S3,365.3393
44445,C13H12N2O5S,308.31
44454,C9H10N2O5,226.18618
44460,C12H8O4,216.18952
437678,C14H14O4,246.2586
139096,C11H14N5O5P,327.234
44470,C8H18NO,144.2346
139097,C11H14N5O6P,343.233
44480,C11H13NO7P,302.1972
44482,C4H5NO5,147.0862
44485,C6H7NO2,125.1253
44491,C17H27N6O5,395.4335
44492,C16H10O6,298.247
44493,C9H7NO5,209.15562
44499,C10H20O2,172.2646
44504,C39H49NO16,739.8053
44510,C6H12O3,132.1577
568802,C13H16O2S2,268.395
44515,C14H17N2O6,309.2946
44520,CH3O,31.0339
44526,C18H32O2,280.4455
44534,C16H27NO4,297.3899
44548,C5H11N2O2,131.15312
44549,C6H10N4,138.1704
44557,C6H9NO6,191.1388
44571,C5H10N2O,114.1457
44576,C12H10O3S,234.273
147655,C20H35NO15,529.492
44588,C12H10O3,202.206
44592,C18H16O4,296.3172
44597,C20H28O2,300.436
44598,C18H26N2O4,334.41
44602,C18H30O2,278.4296
44604,C14H18N2O6,310.3025
44605,C5H3N5O2,165.1096
147656,C20H35NO16,545.491
44608,C30H38N8O15P2,812.6148
44612,C16H28N2O3,296.4051
44616,C26H29NO2,387.514
44618,C8H14N2O3,186.2084
44630,C8H18O2,146.22732
44632,C5H12N2,100.16226
44638,C11H16N5O8P,377.2472
44639,C4H11N,73.1368
44642,C10H15N2O9P,338.2079
44658,C44H68O13,805.00292
44661,C15H18N6O,298.35
44664,C8H18O3,162.2267
44666,C10H16N3O8P,337.2231
44667,C5H14N2O2,134.17694
44673,C7H14N2O3,174.1977
44678,C6H13NO5,179.17116
44680,C8H14O3,158.19496
175763,C15H25O7P2,379.3023
44692,C2H6NO5P,155.0465
44699,C45H91NO8P,805.1797
44700,C5H11N2O,115.15372
44712,C6H6O7,190.10764
44715,C8H11NO2,153.17848
44722,C9H14N2O6,246.21734
44725,C4H5N3O4,159.10032
44730,C2H5O,45.0605
44736,C6H17N3,131.2194
44737,C7H5NO4,167.11894
44743,C11H17N2O7P,320.2356
44747,C8H8O4,168.14672
44748,C14H30O8,326.3832
139152,C24H46O9P,509.591
44751,C12H26O5,250.33184
44752,C13H28O7,296.35722
44758,C14H28O8,324.36732
44759,C14H24N3O7P,377.33
44762,C12H27O10P,362.3105
44770,C11H17N2O7P,320.2356
139157,C24H46O9P,509.591
44777,C21H10F2O7,412.2967
44785,O2,31.9988
44788,C11H10O5,222.1941
44791,C28H58O15,634.757
44794,C16H34O9,370.43576
44800,C5H10O5,150.1299
44808,C8H11NO2,153.17848
44811,C26H54NO7P,523.6832
44813,C7H14NO2,144.1916
44814,C10H15N,149.237
44817,C55H112O28,1221.46098
175901,C9H11F2N3O4,263.1981
44836,C5H12O3,120.147
44841,C7H9N5O2,195.1787
44842,C8H18O4,178.22612
139171,C10H16N2O6R2,260.244
44864,C3H8S2,108.22762
44880,C24H20P,339.38936
44884,C5H12O,88.14818
139179,C30H38O2,430.623
44887,C41H83NO8P,749.07342
139181,C26H35O8,475.552
44897,C3H5O6P,168.04196
44898,C55H74N4O5,871.20002
44903,C7H3F5O,198.0901
44909,C9H10FNO2,183.17964
44915,C12H18O,178.27072
44920,C8H18O5,194.22552
44923,C6H7BO2,121.92958
44926,C6H14O4,150.17296
44930,C12H15N2O8P,346.2299
44932,C19H22N2OS,326.45686
44933,C8H18N2O6S2,302.3704
44934,C12H26O6,266.33124
44939,C14H17N3O6,323.3013
44940,C7H7NO5P,216.1079
44946,C40H77O10P,749.0071
44951,O2P,62.97256
44962,C8H9NO2,151.165
44964,C9H10INO2,291.088
44975,C12H8N2,180.2054
44976,H3O3P,81.9958
44981,C3H9O5P,156.07432
44992,C6H5N5O,163.137
44995,C5H4N4O,136.11162
45002,C13H17N2O8P,360.257
45006,C25H49O19P3,746.567
45008,C11H16N2O3,224.25642
45013,C3H7O6P,170.0578
45017,C9H13N,135.21
45021,C16H31O,239.41674
45030,C20H19FN2O6,402.3731
45064,O3P,78.97196
45068,C16H23N2O8P,402.3362
45075,C7H5N5O,175.1475
45081,C19H24N4O2,340.42
45086,C9H13NO,151.209
45097,C33H42N4O6,590.70994
45116,C19H18FN3O4,371.36244
45120,C42H81O13P,825.0585
45126,C7H9N5O,179.1793
45127,C22H30O7,406.4694
45129,CH5O3P,96.02236
45133,C5H10O2,102.1317
45141,C11H11NO,173.2111
45147,S5,160.33
45163,O7S2,176.1278
45165,C10H6O8,254.1498
45171,C4H7NO2S,133.169
45192,C27H53O8P,536.6787
45212,H2O7P2,175.9592
45213,C6H7NO,109.126
45223,C5H5NS,111.165
45230,C8H16O2S2,208.34344
45240,C36H72NO8P,677.9325
45257,C17H34N4O10,454.4727
45260,C3H3IN2,193.97387
45262,C10H13N4O7P,332.2066
45265,C18H26N2O5,350.4094
45285,C5H5N3O,123.11282
45293,C30H35N3O3,485.61732
45296,C16H34,226.442
45302,C12H7N3O2S,257.27
45304,C47H64N4O12,877.03082
45307,C19H26N6O,354.4493
45312,C5H11NO4,149.14518
45327,C10H13N5O4,267.24152
569624,C47H64O17,901.0009
139270,C5H10O3,118.131
45352,C25H38O5,418.5662
45353,C23H34N3O10P,543.5039
45358,C23H23N2O,343.4415
45360,C3H3O2,71.05472
45366,C12H16N4O5,296.2792
45367,C46H62N4O11,847.00484
45373,C6H8N2O2S,172.206
139277,C33H51O8,575.755
45379,C2H5NO2,75.06664
45389,C8H8O,120.14852
139280,C24H41O19,633.572
45394,C10H15N2O9P,338.209
45395,C14H21N4O7P2,419.2867
45409,C37H48N6O5S2,720.944
45410,C3H9O4P,140.0749
45412,C18H26N4O2,330.4246
45422,C3H7NO,73.09382
45425,C5H11O8P,230.1098
45441,C5H9NO4,147.129
45448,C10H14IN5O4,395.15393
45453,C15H23N7O5,381.387
45457,C19H16N8O10S3,612.573
45475,C4H10O,74.1216
45478,C18H34O3,298.46076
45479,C20H30O,286.4516
45487,C20H28O,284.4357
45496,C25H34O6,430.5339
45506,C5H10O5,150.1299
45517,C29H37F5N4O6,632.61946
139305,C49H78O16,923.136
45522,C3H6NO5P,167.05724
45525,C5H10O2,102.1317
45530,C6H14O5,166.1724
45536,O3S,80.0642
45557,C4H9,57.11426
45558,C35H25N9O22S6,1116.01
45564,C5H10O3,118.1311
45565,C18H23N6O2,354.40652
45571,C7H14O2,130.18486
45573,C19H19NO3,309.3591
45586,C12H16N2O4,252.2664
45599,C12H26O4S,266.39844
45615,C7H7NO3,153.1354
45616,C8H10O,122.1644
45619,C3H8O2S,108.159
45626,C6H12O6,180.156
45630,C5H8O3,116.11522
45636,C6H14BN3O3,187.005
45644,C42H81NO11S,808.16
45652,C14H30N2O4,290.39908
45657,C41H60O,568.9145
45658,C4H9NO2S,135.18
45660,C23H39NO19,633.553
45661,C9H16N2O5,232.2337
45666,C24H33N3O2,395.547
45686,C27H35N9O18P2S,867.629
45696,HO4S,97.07154
45698,C15H13I2NO4,525.077
45701,C4H8NO3S,150.17726
45707,C41H62O,570.9304
45713,C14H12O3,228.24328
45716,C14H20N2O3,264.3202
45718,C9H24N4,188.31382
45719,C18H37NO2,299.49192
45725,C10H30N4,206.372
45735,C41H67NO15,813.9684
45738,C6H12O4S,180.222
45744,C11H19NO9,309.2699
45757,C7H11NO4,173.1665
45758,C6H14S2,150.30736
45764,C5H9NO2S,147.1965
45773,C32H44N2O9,600.6998
45783,C29H31N7O,493.6027
45791,C6H16N,102.1979
45804,C6H13O9P,260.13578
45807,C6H6O2S,142.17664
45815,C26H51NO3,425.688
45820,C10H12O5,212.1993
45822,OS,48.0654
45823,C13H15NO5S,297.32794
45825,C16H36N,242.4637
45826,C6H11NO4,161.1558
45847,C14H22N2O3S,298.401
45863,C47H51NO14,853.90618
45868,C16H24N2O15P2,546.3137
45869,C24H32O9,464.5055
45887,C3H6,42.07974
45888,C2F3O,97.01601
45890,C6H8N2O4,172.1388
45892,C2HF3O2,114.02335
45895,C4H10O,74.1216
45900,C10H12O,148.20168
45906,C51H40N6O23S6,1297.26
45910,C22H24N2O3,364.4376
45912,C4H7O5,135.09538
45919,C13H26O2,214.3443
45924,C14H18N4O3,290.318
45927,C6H15O4P,182.15466
45931,C12H18N4O7P2S,424.3076
45951,C21H24F3N3S,407.49669
45956,C57H110O6,891.4797
45957,C12H11NO7S2,345.348
45969,C6H8O6,176.1241
45979,C10H7N3S,201.248
45980,C13H14N2,198.26374
45981,C20H23N7O7,473.4393
45993,C7H5NS,135.18734
45996,C10H14N2O6,258.22804
46020,C4H12N,74.14482
46024,C17H22N2O3,302.36826
46026,C12H16N2O4,252.2664
46032,C9H6O6,210.14034
46045,C9H7NO4,193.15622
46050,C22H46,310.60064
46053,C7H5N3O6,227.1311
46068,C17H20N2O9S,428.415
46077,C2H3N3,69.06544
46081,C13H12F2N6O,306.2708
46087,C12H18N3,204.2914
46097,C4H12NO3,122.143
46099,C20H28O3,316.4345
439329,C12H16F3N,231.2573
46117,C8H6N2O2,162.14552
46143,C28H43N5O23P2,879.60844
46144,C10H12N2O,176.21516
46149,C6H3N3O7,229.1039
46151,C20H22N2O4,354.3997
46171,C9H9NO3,179.1727
46195,C8H9NO2,151.1626
46202,C11H22O,170.2918
46209,C9H11NO2,165.189
46215,C9H11NO6S,261.253
46217,C3H5NO,71.07794
46229,C15H24N2O17P2,566.3018
46234,C14H18O4,250.29032
46238,C33H38N2O6,558.6646
46245,C59H90O4,863.3435
46252,C4H6N4O2,142.116
46261,C7H8N2S,152.217
46272,O12V4,395.7588
46274,C20H38O2,310.51452
46280,C14H21NO11,379.3166
46295,C23H32N6O4S,488.603
46311,C15H13N5,263.29742
46319,C8H12N3O9P,325.17
46322,C9H13N2O8P,308.18196
46324,C3H9O4P,140.07492
46331,C34H50O4,522.7584
46342,C11H24,156.30826
46345,C4H3FN2O2,130.0773
46371,C6H6N2O4,170.1228
46372,C19H26O4,318.40734
46398,C9H11N2O15P3,480.1094
46409,O13V4,411.7582
46414,C29H40N2O7S,560.702
46415,C5H10O3,118.132
46416,C43H49N7O10,823.8901
46430,C29H50O2,430.7061
46432,C5H10O5,150.13
46442,O4V,114.9391
46448,C44H66O4,658.99244
46449,O5W,263.837
46470,C9H11N2O8P,306.16608
46477,C9H10O4,182.1733
46486,C6H12N2O2,144.1717
46502,O4W,247.8376
46511,C2H6S,62.13
46515,C10H13N5O4,267.242
46534,C9H10FNO3,199.17904
139507,C62H101N7O42,1616.49
46548,C12H10F2N2O3,268.2162
46550,C20H42O11,458.54088
46552,C26H25FN4O2,444.502
46557,C5H10N2O7P2,272.0897
46563,C9H13N2O7P,292.18256
147734,C28H48N2O20,732.686
46570,C10H13N5O,219.24332
46574,C21H28N6O9,508.4818
139515,C50H72O2,705.107
139517,(C6H10O5)n.C4H7NO3R2,139517
147735,C18H32O16,504.438
139518,C20H24N4O14P2,606.371
439819,C8H9NO2,151.165
46611,H3O3PS,114.06178
46612,H3O3PS,114.062
46613,H3O3PS,114.06178
46615,C23H32O6,404.49658
46616,46616,0
46620,Mu2,0
46622,HMuO,17.00734
46623,[1H]O,17.007
46624,MuNa,22.98977
46625,ClMu,35.4527
46626,CH3Mu,15.03452
46627,HMu,1.00794
139525,C70H110N10O38,1699.669
46629,O,15.9994
46630,C6H5Cl2N,162.01604
46631,C9H9Cl2N3,230.094
46632,C9H9Cl2N3,230.094
46633,C7H4NO3R3,150.112
46635,C6H5Cl2N,162.01604
46636,C6H5Cl2N,162.01604
46637,O5W,263.837
46638,C17H20O12,416.3335
46639,O5W,263.837
139527,C23H23N3O3,389.448
46641,C6H13NO6,195.1705
46642,C6H12NO6,194.1626
46643,C4H9NO2,103.1198
46644,C6H12O7,196.1553
46645,C4H10O,74.1216
46646,C5H8O6,164.11342
46647,C6H15O15P3,420.09558
139529,C37H70NO25P2R,990.892
46650,C5H7Cl2NO2S,216.08602
46651,C5H7Cl2NO2S,216.08602
46654,C5H7Cl2NO2S,216.08602
46659,C20H30BrNO3,412.36114
46660,C3H4O3,88.06206
46664,H8Mg6O18Si4,554.225
46666,Fe5H2Na2O24Si8,935.89
46667,Fe2H2Mg3Na2O24Si8,841.27
46669,C4H6O4,118.08804
46673,C5H8O5,148.11402
46675,C5H8O5,148.11402
46676,Ca2H2Mg5O24Si8,812.366
46678,Fe7H2O24Si8,1001.601
46679,Fe7H2O24Si8,1001.601
46681,H2Mg7O24Si8,780.82
46682,H2Mg7O24Si8,780.82
46689,C6H12O5,164.15648
46690,C22H28N2O5,400.4682
46691,C7H6O4,154.12014
46692,C66H122N2Na4O19P2,1401.5835
46693,C18H23F13,486.35446
46694,C18H23F13,486.35446
139538,[13C]O2,45.001
46696,C18H36,252.479
46697,C18H36,252.47844
46698,C18H36,252.47844
46702,C12H22O,182.30248
46703,C12H22O,182.303
46704,C9H16O7,236.21914
46705,C12H22O,182.30248
46706,C8H16O4,176.2102
46707,C42H64O14,792.94916
46708,C8H16,112.21264
46709,C8H16,112.213
46710,46710,0
46711,H,1.00794
46712,[1H],1.008
46713,CaF2,78.075
46715,ClNa,58.443
46719,CCaO3,100.087
46726,Fe3O4,231.533
46727,O2Si,60.084
46728,O2Si,60.084
46729,O2Si,60.084
46734,C15H26O,222.372
46735,C8H16O,128.21204
46736,H2O3,50.01408
46738,C2H4NO2,74.0587
46739,C27H44O9,512.63286
46740,C2H4NO,58.0593
46742,C30H30Cl2N4O4,581.48916
46743,C14H11Cl5O2,388.49944
46744,C14H11Cl5O2,388.49944
46745,C14H9Cl5O2,386.48356
46748,O2Ti,79.866
46750,C8H15NO,141.2108
46751,C9H17N,139.23802
46752,C10H19N,153.2646
46753,C10H2F18,464.09414
46755,C8H18N2O4S,238.3056
46757,C8H17N2O4S,237.29766
46758,C8H17N2NaO4S,260.28743
46759,C6H13NO5,179.17116
46762,C20H34O,290.48336
46763,C37H59N7O20,921.89954
46764,C7H9NO,123.1525
46765,C6H7NO,109.12592
148339,C22H40N2O16,588.56
46784,C6H14O3,134.17356
46785,C10H22O5,222.2787
46788,C4H10O2,90.121
46790,C3H8O2,76.09442
46791,C2H6O2,62.06784
46793,(C2H4O)n.H2O,46793
46795,C54H110O28,1207.4344
46796,C7HF5O2,212.074
46798,C68H138O35,1515.80232
46799,C2H5NOS,91.13324
46800,C2H4OS,76.11856
46801,C22H46O12,502.59344
46807,C4H10O3,106.1204
46811,C5H4N4O3,168.11042
46814,C5H4N4O3,168.11042
46816,C18H21NO4,315.36368
46817,C5H4N4O3,168.11042
46820,C5H3N4O3,167.10248
46821,C5H3N4O3,167.10248
46822,C5H3N4O3,167.10248
46823,C5H4N4O3,168.11042
46824,C5H3N4O3,167.10248
46825,C5H2N4O3,166.09454
46826,C5H2N4O3,166.09454
46827,C7H4NO4,166.111
46828,C7H4NO4,166.111
46832,C7H4NO4,166.1115
46833,C7H4NO4,166.1115
46835,C7H4NO4,166.1115
46837,C7H5NO4,167.1189
46839,C7H3NO4,165.10306
46840,C7H4NO4,166.111
46841,C7H4NO4,166.111
46842,C3H8NO2,90.10116
46843,C7H4NO4,166.111
46854,C5H8NO4,146.12136
46855,C5H8NO3,130.12196
46856,C20H28O2,300.43512
46857,C9H10NO3,180.18064
46858,C9H9NO2,163.1733
46859,C30H62O10,582.80728
46860,C7H5NO4,167.11894
46861,C7H3NO4,165.10306
46862,C7H4NO4,166.111
46863,C7H4NO4,166.111
46864,C7H4NO4,166.111
46865,C7H5NO4,167.1189
46870,C7H4NO4,166.111
46871,C7H3NO4,165.10306
46872,C7H4NO4,166.111
46873,C7H4NO4,166.111
46874,C2H3NO2R2,73.051
46875,C7H5NO4,167.11894
46876,C6H10NO2R,128.1491
46877,C7H3NO4,165.10306
46878,C7H4NO4,166.111
46880,C2H2,26.03728
46881,C3H7O,59.08708
46882,H2N,16.02262
46883,CHO2,45.01744
46886,C2H3O,43.04462
46887,C2H3O,43.04462
46888,H4O2Si,64.11606
46889,C65H126N10O12S,1271.82214
46892,C6H7N5O,165.15288
46893,C6H7N5O,165.15288
46894,C6H7N5O,165.15288
46897,C6H7N5O,165.153
46898,C45H78O2,651.09962
46900,C45H78O2,651.09962
46902,C45H78O2,651.09962
46903,C45H76O2,649.08374
46904,C2HO4,89.02694
46905,C9H17NO5,219.23502
46911,C5H13N2O2,133.169
46912,C5H13N2O2,133.169
46913,C5H14N2O2,134.17694
46914,C5H11N2O2,131.15312
46915,C3H6NO2,88.08528
46916,C4H6O2,86.08924
46923,C4H8O2,88.105
46924,C4H8O2,88.10512
46928,C5H10N2O,114.14578
46929,C5H11N2O,115.15372
46930,C5H11N2O2,131.15312
46932,C18H29NO3,307.4278
46934,C5H11N2O2,131.15312
46935,C5H11N2O2,131.15312
46936,C17H27NO3,293.40122
46937,C16H27N2O,263.39846
46938,C9H12N2O5,228.20206
46941,C5H10O,86.1323
46951,C9H9O4,181.16536
46953,C6H11O6R,179.1479
46957,C9H9O3,165.16596
46958,C8H11NO2,153.17848
46960,C10H14N2O8P,321.2006
46961,C18H39NO3,317.5072
46962,C18H37NO2,299.49192
46963,C18H37NO2,299.493
46964,C18H37NO2,299.49192
46965,C18H37NO2,299.49192
46966,C18H37NO2,299.49192
46967,C18H37NO2,299.4919
46968,C18H39NO2,301.5078
46970,C18H40NO6P,397.4871
46971,C15H24,204.3511
46972,C2H4S,60.11916
46973,C2H4O,44.05256
46979,C20H39NO3,341.5286
46981,C20H40NO6P,421.5085
46982,C5H10O5,150.1299
46983,C5H10O5,150.1299
46987,C5H10O5,150.1299
46988,C5H11NO4,149.145
46990,C5H11NO4,149.145
46991,C5H11NO4,149.14518
46992,C5H11NO4,149.14518
46993,C5H11NO4,149.14518
46994,C5H10O5,150.1299
46995,C5H10O5,150.1299
46996,C5H10O5,150.1299
46997,C5H10O5,150.13
46998,C5H10O5,150.1299
47000,C5H10O5,150.1299
47002,C5H10O5,150.1299
47004,C5H10O5,150.1299
47005,C5H10O5,150.1299
47006,C5H10O5,150.1299
47007,C5H10O5,150.13
47008,C5H10O5,150.1299
47010,C5H10O5,150.1299
47011,C5H10O5,150.1299
47012,C5H10O5,150.1299
47013,C5H10O5,150.1299
47014,C5H10O5,150.1299
47015,C5H10O5,150.1299
47024,C5H10O5,150.13
47025,C14H23N3O15P2,535.29116
47027,C15H23N3O16P2,563.30126
47028,C14H20N2O16P2,534.26
47031,C7H12N2O4,188.18126
47032,C4H8O2,88.10512
47034,C8H8,104.14912
47035,C82H72N4,1113.47604
47039,C60H100NO7P,978.4123
47040,C12H22N2O15P2R4,496.256
47069,C9H10ClNO2,199.634
47077,CH2Br2,173.83458
47083,C6H5ClO,128.556
47097,C27H31Br2ClN4O2,638.822
47105,C3H7Br,122.992
47106,C8H7ClO3,186.592
47131,C9H12BrN2O9P,403.077
47133,C10H12ClN5O3,285.68688
47136,C6HCl5,250.33564
47147,C21H19Cl3N2O4S,501.8
147300,C6H2ClO3,157.53
47188,C25H30Cl2N6,485.453
47191,C20H26N10O13P2,676.42756
47214,C27H44O3,416.63646
47217,AsH3,77.94542
47218,C16H26O15,458.36864
47220,C3H5ClO,92.5239
47248,C6H5BrO,173.007
47249,C15H19ClN4O,306.791
47257,C7H7BrO,187.034
47265,Br,79.904
47266,HBr,80.91194
47273,C19H18ClN3O4,387.818
47276,C11H11BrN2O2,283.121
47291,C3H6ClNO2,123.538
47319,C15H15ClN4O6S,414.822
47322,C11H12ClN3O2S,285.75
47325,C11H14Cl2N2O3,293.147
47344,C21H20ClNO5,401.841
47351,C15H18Cl3NO,334.66766
47356,C11H11ClN2O2,238.67
47357,Cu2,127.092
47379,C21H24F2N3O6P,483.4023
47381,C14H11Cl2NO2,296.15
47395,C59H62Cl2N8O22,1306.07
47397,C10H5Cl6NO2,383.87
47402,Fe3S4,295.799
47409,C3FeN2O,135.89
47411,Fe2O,127.69
47414,C15H8Br2O6,444.028
47417,C30H37Cl2N7O6,662.56376
47426,C12H11ClN2O5S,330.744
309594,C17H28N2O3,308.4158
47454,C15H11ClF3NO4,361.701
47459,C34H34FeN4O5,634.504
47495,C20H20BrN3O2S,446.36
47499,C19H24N2,280.40734
47518,C26H28Cl2N4O4,531.43048
47519,C26H28Cl2N4O4,531.43048
47520,C26H28Cl2N4O4,531.43048
47537,C6H10O8,210.1388
47544,C16H16ClN3O4,349.769
47553,C2H4Cl,63.50586
47554,C2H5Cl,64.5138
47564,C27H30Cl2O6,521.4289
47566,HMoO2S,161.004
47571,C11H19NO8,293.2705
47600,C19H25ClN6O,388.89434
47612,C19H20ClNO4,361.81914
47617,C8H2Cl4O2,271.912
47619,C18H18Cl2N2O3,381.253
47622,C2H3O2R,59.044
47628,C20H21ClFN5O3,433.865
47631,C29H41N2O12PS,672.68188
47657,C17H14Cl2F2N2O3,403.207
47664,C27H26ClN3O,443.968
47691,C20H19Cl2F3N3O8P,588.25
47693,C6H12O6,180.15588
47696,C6H3Br3O,330.798
47724,C53H52Cl2N8O17,1143.929
47727,C18H21ClN2O3,348.824
47739,Fe4NiS4,410.333
47762,C112H208N3O42P3,2361.76622
47763,C17H31N3O18P2R4,627.386
47764,C41H82NO8P,748.06548
47766,C41H82NO8P,748.06548
47767,C41H82NO8P,748.06548
47768,C41H82NO8P,748.06548
47769,C41H83NO8P,749.07342
47770,C20H42O3,330.54568
47771,C28H48O2,416.67952
47772,C27H46O2,402.65294
47777,C5H6O5R2,146.0981
47780,C19H23ClN2,314.8521
47781,C18H22N2,266.38076
47782,C26H27ClN2O,418.95816
47785,C10H17N6O12P3,506.1965
47786,C19H29OR,273.434
47787,C19H29OR,273.434
47788,C19H29OR,273.434
47789,C19H29OR,273.434
47791,C8H9NO,135.163
47793,C8H9NO,135.163
47794,C12H10N2O2S,246.28608
47795,C12H10N2O2S,246.28608
47796,C12H10N2O2S,246.28608
47797,C11H18NO10S2,388.38
47798,C11H18NO10S2,388.38
47799,C27H44O4,432.63586
47800,C14H11N,193.244
47802,C14H11N,193.24388
47803,C27H44O4,432.63586
47805,C27H42O3,414.62058
47807,C6H11NOS2,177.29
47808,C6H11NOS2,177.29
47809,C6H11NOS2,177.29
47812,C27H42O4,430.61998
47813,C27H42O5,446.61938
47815,C6H14N4O3,190.20052
47816,C6H14N4O3,190.20052
47817,C6H14N4O3,190.20052
47818,C23H36O3,360.53014
47819,C6H14N4O3,190.203
47820,C23H34O3,358.51426
47821,C6H14N4O3,190.20052
47822,C6H14N4O3,190.203
47823,C6H14N4O3,190.201
47824,C24H36O2,356.54144
47825,C6H14N4O3,190.20052
47826,C6H14N4O3,190.20052
47827,C6H14N4O3,190.20052
47828,C23H34O4,374.51366
47829,C6H14N4O3,190.20052
47831,C8H11NOS,169.24508
47832,C5H12N2O3S,180.22646
47833,C5H12N2O3S,180.22646
47834,C27H44O4,432.63586
47835,C13H18O2,206.28082
47837,C27H40O5,444.6035
47838,CNOR,42.0168
47841,C2H3NO,57.0513
47842,C2H3NS,73.11796
47843,C4H8S2,120.239
47844,C4H8S2,120.23832
47845,C4H8S2,120.23832
47847,C5H9N,83.1317
47848,C2H3N,41.052
47849,C4H5P,84.056
47850,C4H5P,84.05626
47851,C4H5P,84.05626
47853,Cl,35.4527
47855,CH2F2,52.02339
47856,C10H18O,154.24932
47858,C5H9N,83.1317
47859,C5H9N,83.1317
47860,C5H9N,83.1317
47861,FO2,50.9972
47862,FHO2,52.00514
47864,FHO,36.00574
47866,F2O2,69.99561
47869,C2H2O2S,90.10208
47870,C3H6O2S,106.14454
47871,C3H6O2S,106.145
47872,C3H6O2S,106.14454
47873,C3H6O2S,106.14454
47874,C3H6O2S,106.14454
47875,CBr4,331.6267
47876,C10H15N3O4,241.24392
47879,C9H8N2O5SR2,256.237
47881,C3H2O3R2,86.046
47885,C10H18O13P2R2,408.19
47886,C23H30O7,418.4801
47888,C22H28O7,404.45352
47889,C22H28O7,404.45352
47890,C23H30O7,418.4801
47892,C15H17O8,325.29068
47893,C15H17O8,325.29068
47897,C27H28INO10,653.41643
47898,C27H29NO11,543.5193
47899,C35H38N4O7,626.69898
47900,C12H20,164.2872
47902,C6H10O7,194.14
47903,C6H10O7,194.1394
47904,C8H8O6,200.14552
47905,C12H14O4,222.23716
47907,C19H27OR,271.418
47908,HSR,33.074
47909,C19H27OR,271.418
47910,C3H6NO2SR,120.15
47911,C5H8NO3SR,162.187
47914,C8H15NO2S,189.275
47915,C3H6NO2SR,120.15
47921,C9H7O3,163.15008
47922,C33H44N4O5,576.72642
47923,C6H8N3O4R3,186.146
47924,C70H96N10O8,1205.57384
47925,C9H8O3,164.15802
47926,C9H8O3,164.15802
47927,C9H7O3,163.15008
47928,C9H7O3,163.15008
47931,C12H22O11,342.29648
47932,C12H22O11,342.297
47933,C12H22O11,342.29648
47934,C12H22O11,342.29648
47935,C12H22O11,342.29648
47936,C12H22O11,342.29648
47937,C12H22O11,342.29648
47938,C12H22O11,342.29648
47939,C12H22O11,342.29648
47940,C7H6O6,186.11894
47941,C7H4O6,184.10306
47942,C11H21N2O7PS,356.33348
47943,C12H13NO3,219.2365
47944,C6H13O9P,260.13578
47946,C6H13O9P,260.13578
47947,C6H13O9P,260.13578
47948,C6H10O7,194.1394
47949,C6H10O7,194.1394
47950,C6H10O7,194.1394
47951,C35H40N4O7,628.71486
47952,C6H10O7,194.1394
47953,C6H10O7,194.1394
47954,C6H10O7,194.1394
47955,C33H38N4O6,586.67818
47957,C33H38N4O6,586.67818
47959,C8H8O7,216.14492
47960,C8H8O7,216.14492
47961,C8H5O7,213.1211
47962,C6H10O7,194.1394
47963,C8H8O7,216.14492
